RingNumber,IndividualID,GwasID,RoslinName
AF...08094,190339,2710,Titan_0198_2309A_Visser_AH...06326_F10
AF...08519,192258,2712,Titan_0197_2309A_Visser_AF...08519_F12
AF...08719,192094,2717,Titan_0194_2309A_Visser_AF...08719_G09
AF...08888,192363,1092,Titan_0196_2309A_Visser_AF...08888_H03
AF...09004,191411,2522,Titan_0199_2309A_Visser_AH...06008_G04
AF...09091,191493,2550,Titan_0199_2309A_Visser_AE...27171_H04
AF...09140,191445,2509,Titan_0199_2309A_Visser_AK...73735_B05
AF...09202,191226,2530,Titan_0199_2309A_Visser_AH...06135_D02
AF...09221,191207,1499,Titan_0199_2309A_Visser_AE...27768_F02
AF...09306,191293,1496,Titan_0199_2309A_Visser_AH...68019_A03
AF...09329,191308,1088,Titan_0199_2309A_Visser_AE...27771_F05
AF...09331,191331,1600,Titan_0199_2309A_Visser_AE...27896_A06
AF...09344,191228,1760,Titan_0200_2309A_Visser_AF...09344_G09
AF...09358,191241,1601,Titan_0199_2309A_Visser_AH...06848_B06
AF...09360,191277,1764,Titan_0200_2309A_Visser_AF...09360_H09
AF...09362,191275,1520,Titan_0198_2309A_Visser_AK...73749_H02
AF...09373,191264,1602,Titan_0199_2309A_Visser_AK...73762_C06
AF...09375,191262,1603,Titan_0199_2309A_Visser_AE...97204_D06
AF...09390,191822,1607,Titan_0199_2309A_Visser_AK...73771_F06
AF...09407,191805,1309,Titan_0197_2309A_Visser_AF...09407_B02
AF...09414,191850,1625,Titan_0200_2309A_Visser_AF...09414_A10
AF...09420,191844,1611,Titan_0199_2309A_Visser_AK...73014_H06
AF...09423,191841,1090,Titan_0199_2309A_Visser_AK...73787_A07
AF...09426,191838,1201,Titan_0194_2309A_Visser_AF...09426_H09
AF...09502,191932,1518,Titan_0198_2309A_Visser_AK...73788_A03
AF...09508,191912,1512,Titan_0198_2309A_Visser_AH...06250_B03
AF...09512,191908,1511,Titan_0198_2309A_Visser_AH...06347_C03
AF...09529,191944,1604,Titan_0199_2309A_Visser_AK...73799_D07
AF...09531,191942,1576,Titan_0199_2309A_Visser_AL...61029_E07
AF...09657,191542,1106,Titan_0194_2309A_Visser_AF...09657_A10
AF...09814,187484,1594,Titan_0199_2309A_Visser_AL...64217_H07
AF...09840,187509,1569,Titan_0199_2309A_Visser_F...858944_A08
AF...09969,187532,1510,Titan_0198_2309A_Visser_AH...06846_D03
AG...28348,188584,2663,Titan_0197_2309A_Visser_AG...28348_C02
AG...56116,183154,2539,Titan_0200_2309A_Visser_AG...56116_C12
AG...56329,195619,2650,Titan_0198_2309A_Visser_AK...73771_D10
AG...56735,196222,1396,Titan_0196_2309A_Visser_AG...56735_E09
AG...56739,196232,1318,Titan_0197_2309A_Visser_AG...56739_B10
AG...56900,310363,2528,Titan_0197_2309A_Visser_AG...56900_G12
AG...57374,195695,1629,Titan_0200_2309A_Visser_AG...57374_D12
AG...57556,7125,1180,5505364240734012616369_(Axiom_GreatTit)_F06
AG...57795,195514,1492,Titan_0197_2309A_Visser_AG...57795_H12
AG...57877,195621,1339,Titan_0198_2309A_Visser_AH...06649_G10
AG...57951,195555,1476,Titan_0198_2309A_Visser_AL...61030_A01
AG...57993,196096,964,Titan_0190_2309A_Visser_AJ...79655_E07
AG...58001,196101,1566,Titan_0199_2309A_Visser_AK...73869_B08
AG...58051,196060,1509,Titan_0198_2309A_Visser_AK...73287_E03
AG...58301,196009,1556,Titan_0199_2309A_Visser_AE...27767_D08
AG...58385,198053,1560,Titan_0199_2309A_Visser_AF...09407_F08
AG...58446,198041,1562,Titan_0199_2309A_Visser_AH...06263_H08
AG...58577,197861,1564,Titan_0199_2309A_Visser_AF...08984_B09
AG...58578,197860,1541,Titan_0199_2309A_Visser_AH...06294_C09
AG...58607,197881,1623,Titan_0199_2309A_Visser_AB...66668_E09
AG...58608,197880,1508,Titan_0198_2309A_Visser_AG...56739_F03
AG...58609,197851,1572,Titan_0199_2309A_Visser_AH...06326_F09
AG...61902,197092,1439,Titan_0194_2309A_Visser_AG...61902_E01
AG...61909,197062,1438,Titan_0194_2309A_Visser_AG...61909_F01
AG...61982,6912,660,Titan_0191_2309A_Visser_AJ...78463_C11
AG...61983,6902,1437,Titan_0194_2309A_Visser_AG...61983_G01
AG...63244,197801,2614,5505364240734012616369_(Axiom_GreatTit)_A07
AG...63250,197795,2615,5505364240734012616369_(Axiom_GreatTit)_B07
AG...63387,197411,2597,5505364240734012616369_(Axiom_GreatTit)_C07
AG...63563,7003,636,Titan_0191_2309A_Visser_AJ...78315_F10
AG...63564,7002,1436,Titan_0194_2309A_Visser_AG...63564_H01
AG...63569,6997,1435,Titan_0194_2309A_Visser_AG...63569_A02
AG...63571,6995,670,Titan_0191_2309A_Visser_AJ...78457_E12
AG...63573,6993,607,Titan_0191_2309A_Visser_AJ...76591_C10
AG...63576,7136,1434,Titan_0194_2309A_Visser_AG...63576_B02
AG...63577,7384,1419,Titan_0194_2309A_Visser_AG...63577_C02
AG...63578,7383,986,Titan_0190_2309A_Visser_AJ...76778_C03
AG...63583,7378,2783,Titan_0190_2309A_Visser_AR...30160_E05
AG...63588,7373,1429,Titan_0194_2309A_Visser_AG...63588_D02
AG...63607,7356,1432,Titan_0194_2309A_Visser_AG...63607_E02
AG...63609,7354,617,Titan_0190_2309A_Visser_AR...02821_F02
AG...63611,7458,1440,Titan_0194_2309A_Visser_AG...63611_F02
AG...63614,7464,1446,Titan_0194_2309A_Visser_AG...63614_G02
AG...63676,7226,663,Titan_0191_2309A_Visser_AJ...76766_D10
AG...63677,7249,605,Titan_0191_2309A_Visser_AJ...79858_F12
AG...63688,7250,956,Titan_0190_2309A_Visser_AL...62719_F07
AG...63805,193436,2552,Titan_0189_2309A_Visser_AG...63805_E01
AG...63824,193457,2567,5505364240734012616369_(Axiom_GreatTit)_D07
AG...64111,193823,1353,Titan_0198_2309A_Visser_AK...71539_H10
AG...64288,193595,1815,Titan_0196_2309A_Visser_AG...64288_A04
AG...64450,192813,1352,Titan_0198_2309A_Visser_AB...66345_A11
AG...64679,193167,1817,Titan_0187_2309A_Visser_AG....64679_A12
AH...05002,194839,1563,Titan_0199_2309A_Visser_AH...06336_A10
AH...05009,194832,1536,Titan_0199_2309A_Visser_AH...05630_B10
AH...05017,194873,1537,Titan_0199_2309A_Visser_AE...02545_C10
AH...05147,194696,1507,Titan_0198_2309A_Visser_AE...02545_G03
AH...05148,194682,1315,Titan_0196_2309A_Visser_AH...05148_B10
AH...05177,194716,1513,Titan_0198_2309A_Visser_AG...28348_B04
AH...05187,194683,1445,Titan_0198_2309A_Visser_AK...73751_D04
AH...05199,194644,1444,Titan_0198_2309A_Visser_AK...73799_E04
AH...05205,194638,1443,Titan_0198_2309A_Visser_AH...06263_F04
AH...05210,194668,1442,Titan_0198_2309A_Visser_AH...06348_G04
AH...05211,194670,1441,Titan_0198_2309A_Visser_AH...06847_H04
AH...05222,194657,1522,Titan_0198_2309A_Visser_AK...73300_A05
AH...05227,194665,1091,Titan_0196_2309A_Visser_AH...05227_B04
AH...05242,194799,1524,Titan_0198_2309A_Visser_AH...68019_B05
AH...05245,194796,1474,Titan_0198_2309A_Visser_AE...27122_C05
AH...05246,194795,1530,Titan_0198_2309A_Visser_AE...27896_D05
AH...05247,194781,1529,Titan_0198_2309A_Visser_AL...61029_E05
AH...05249,194805,1528,Titan_0198_2309A_Visser_AH...05289_F05
AH...05269,194822,1527,Titan_0198_2309A_Visser_AH...05875_G05
AH...05278,194813,1526,Titan_0198_2309A_Visser_AK...73757_H05
AH...05279,194812,1525,Titan_0198_2309A_Visser_AK...73805_A06
AH...05281,194810,1514,Titan_0198_2309A_Visser_AH...06292_B06
AH...05284,194779,1523,Titan_0198_2309A_Visser_AH...06349_C06
AH...05286,194782,1532,Titan_0198_2309A_Visser_AH...06848_D06
AH...05287,194754,1521,Titan_0198_2309A_Visser_AK...73365_E06
AH...05289,194752,1311,Titan_0197_2309A_Visser_AH...05289_D02
AH...05291,194750,1505,Titan_0198_2309A_Visser_AF...08984_F06
AH...05296,194745,1519,Titan_0198_2309A_Visser_AE...27161_G06
AH...05300,194741,1533,Titan_0198_2309A_Visser_AE...97068_H06
AH...05341,195296,1086,Titan_0196_2309A_Visser_AH...05341_B05
AH...05342,195295,1085,Titan_0196_2309A_Visser_AH...05342_C05
AH...05401,195236,1310,Titan_0197_2309A_Visser_AH...05401_E02
AH...05410,195241,2665,Titan_0197_2309A_Visser_AH...05410_F02
AH...05415,195271,2664,Titan_0197_2309A_Visser_AH...05415_G02
AH...05455,195381,2676,Titan_0197_2309A_Visser_AH...05455_A03
AH...05480,195406,1517,Titan_0198_2309A_Visser_AC...08256_A07
AH...05485,195379,1516,Titan_0198_2309A_Visser_AH...05401_B07
AH...05488,195348,1515,Titan_0198_2309A_Visser_AH...06008_C07
AH...05491,195345,1500,Titan_0198_2309A_Visser_AK...73762_D07
AH...05500,195336,1342,Titan_0198_2309A_Visser_AK...73839_E07
AH...05630,195046,2686,Titan_0197_2309A_Visser_AH...05630_B03
AH...05726,195149,1325,Titan_0197_2309A_Visser_AH...05726_C03
AH...05739,195136,2626,Titan_0196_2309A_Visser_AH...05739_G05
AH...05815,194116,1414,Titan_0196_2309A_Visser_AH...05815_H05
AH...05875,194205,1305,Titan_0197_2309A_Visser_AH...05875_D03
AH...05931,194149,1276,Titan_0194_2309A_Visser_AH...05931_B10
AH...06010,193929,2578,Titan_0198_2309A_Visser_AH...06294_F07
AH...06019,305290,3055,Titan_0198_2309A_Visser_AH...06645_G07
AH...06036,193914,2526,Titan_0198_2309A_Visser_AK...73432_A08
AH...06102,306038,2513,Titan_0198_2309A_Visser_AB...66207_B08
AH...06103,306037,2512,Titan_0198_2309A_Visser_AE...27171_C08
AH...06137,193992,2601,Titan_0198_2309A_Visser_AE...97204_D08
AH...06164,308209,2569,Titan_0198_2309A_Visser_AL...64217_E08
AH...06195,303777,2723,Titan_0198_2309A_Visser_AH...05410_F08
AH...06229,193949,2577,Titan_0198_2309A_Visser_AK...73681_G08
AH...06244,193969,1388,Titan_0196_2309A_Visser_AH...06244_B06
AH...06248,193965,1382,Titan_0197_2309A_Visser_AH...06248_A06
AH...06250,193963,1383,Titan_0197_2309A_Visser_AH...06250_B06
AH...06261,304734,2524,Titan_0198_2309A_Visser_AK...73843_A09
AH...06263,194502,2518,Titan_0197_2309A_Visser_AH...06263_C06
AH...06292,194519,1399,Titan_0197_2309A_Visser_AH...06292_D06
AH...06294,194496,1403,Titan_0197_2309A_Visser_AH...06294_E06
AH...06297,194529,1411,Titan_0197_2309A_Visser_AH...06297_F06
AH...06298,194528,1367,Titan_0196_2309A_Visser_AH...06298_C06
AH...06299,194527,1369,Titan_0196_2309A_Visser_AH...06299_D06
AH...06311,194515,1364,Titan_0196_2309A_Visser_AH...06311_E06
AH...06317,194481,1338,Titan_0198_2309A_Visser_F...858944_E09
AH...06318,194521,1340,Titan_0198_2309A_Visser_AB...66668_F09
AH...06320,194456,1337,Titan_0198_2309A_Visser_AE...27175_G09
AH...06326,194450,1410,Titan_0197_2309A_Visser_AH...06326_G06
AH...06333,194443,1409,Titan_0197_2309A_Visser_AH...06333_H06
AH...06336,194440,1408,Titan_0197_2309A_Visser_AH...06336_A07
AH...06345,194480,1375,Titan_0196_2309A_Visser_AH...06345_F06
AH...06347,194478,1398,Titan_0197_2309A_Visser_AH...06347_B07
AH...06348,194477,1406,Titan_0197_2309A_Visser_AH...06348_C07
AH...06349,194476,1413,Titan_0197_2309A_Visser_AH...06349_D07
AH...06637,194334,1336,Titan_0198_2309A_Visser_AF...08519_H09
AH...06642,194342,1361,Titan_0196_2309A_Visser_AH...06642_G06
AH...06645,194339,1404,Titan_0197_2309A_Visser_AH...06645_E07
AH...06646,194338,1418,Titan_0197_2309A_Visser_AH...06646_F07
AH...06648,194336,1377,Titan_0196_2309A_Visser_AH...06648_H06
AH...06649,194370,1402,Titan_0197_2309A_Visser_AH...06649_G07
AH...06800,202994,1306,Titan_0196_2309A_Visser_AH...06800_A07
AH...06845,202962,1400,Titan_0197_2309A_Visser_AH...06845_A08
AH...06846,202948,1374,Titan_0197_2309A_Visser_AH...06846_B08
AH...06847,202947,1390,Titan_0197_2309A_Visser_AH...06847_C08
AH...06848,202946,1407,Titan_0197_2309A_Visser_AH...06848_D08
AH...06849,202945,1363,Titan_0197_2309A_Visser_AH...06849_E08
AH...38836,203296,2642,Titan_0196_2309A_Visser_AH...38836_C07
AH...38867,203315,2645,Titan_0194_2309A_Visser_AH...38867_C10
AH...67898,202281,2731,Titan_0190_2309A_Visser_AR...02994_E01
AH...67940,202437,3068,Titan_0194_2309A_Visser_AH...67940_H02
AH...67950,202427,3069,5505364240734012616369_(Axiom_GreatTit)_B11
AH...67979,202351,2735,Titan_0189_2309A_Visser_AH...67979_A07
AH...67981,202349,2736,Titan_0194_2309A_Visser_AH...67981_A03
AH...67994,202385,3067,Titan_0194_2309A_Visser_AH...67994_B03
AH...68019,204662,2624,Titan_0197_2309A_Visser_AH...68019_C10
AH...68076,204660,2520,Titan_0194_2309A_Visser_AH...68076_C03
AH...68112,204633,2704,Titan_0196_2309A_Visser_AH...68112_C10
AH...68278,204404,2639,Titan_0189_2309A_Visser_AH...68278_B07
AH...68464,204557,2587,Titan_0197_2309A_Visser_AH...68464_F08
AH...68472,204529,2622,Titan_0194_2309A_Visser_AH...68472_D03
AH...68486,204457,2548,Titan_0194_2309A_Visser_AH...68486_E03
AH...68773,203663,2594,Titan_0194_2309A_Visser_AH...68773_F03
AH...68803,203688,1613,Titan_0200_2309A_Visser_AH...68803_F12
AH...71187,204197,1187,Titan_0194_2309A_Visser_AH...71187_D10
AH...71829,199797,1272,Titan_0194_2309A_Visser_AH...71829_E10
AH...93018,201637,2563,5505364240734012616369_(Axiom_GreatTit)_E07
AH...93265,7104,1271,Titan_0194_2309A_Visser_AH...93265_F10
AH...93300,200544,1176,5505364240734012616369_(Axiom_GreatTit)_F07
AH...93437,200254,3057,Titan_0187_2309A_Visser_AH....93437_F10
AH...93450,200393,1160,5505364240734012616369_(Axiom_GreatTit)_G07
AH...93589,200920,2516,5505364240734012616369_(Axiom_GreatTit)_H07
AH...93648,200861,708,Titan_0187_2309A_Visser_AH....93648_G10
AH...93993,7593,1174,5505364240734012616369_(Axiom_GreatTit)_B08
AH...95063,206798,2588,5505364240734012616369_(Axiom_GreatTit)_F04
AH...95151,206872,2670,Titan_0195_2309A_Visser_AH...95151_F08
AH...95403,207116,1063,Titan_0189_2309A_Visser_AH...95403_B05
AH...95500,208601,2605,5505364240734012616369_(Axiom_GreatTit)_B05
AH...95516,208595,2679,Titan_0196_2309A_Visser_AH...95516_F12
AH...95851,208823,2726,Titan_0197_2309A_Visser_AH...95851_G01
AJ...02694,329078,2770,5505364240734012616369_(Axiom_GreatTit)_C11
AJ...02761,329031,2769,Titan_0196_2309A_Visser_AJ...02761_C04
AJ...75008,208056,1168,Titan_0195_2309A_Visser_AJ...75008_C09
AJ...75029,11970,3070,Titan_0195_2309A_Visser_AJ...75029_E09
AJ...75031,11968,3071,Titan_0195_2309A_Visser_AJ...75031_F09
AJ...75082,10961,1080,Titan_0196_2309A_Visser_AJ...75082_F01
AJ...75083,11006,1079,Titan_0196_2309A_Visser_AJ...75083_G01
AJ...75197,11083,1329,Titan_0196_2309A_Visser_AJ...75197_C08
AJ...75198,11082,1397,Titan_0196_2309A_Visser_AJ...75198_D08
AJ...75199,11081,1359,Titan_0196_2309A_Visser_AJ...75199_E08
AJ...75374,10873,1395,Titan_0196_2309A_Visser_AJ...75374_B09
AJ...75414,11360,1270,Titan_0194_2309A_Visser_AJ...75414_G10
AJ...75438,11381,2763,Titan_0194_2309A_Visser_AJ...75438_A04
AJ...75461,11313,1166,Titan_0195_2309A_Visser_AJ...75461_G09
AJ...75463,11346,1165,Titan_0195_2309A_Visser_AJ...75463_H09
AJ...75489,11465,3076,Titan_0195_2309A_Visser_AJ...75489_B10
AJ...75490,11464,1164,Titan_0195_2309A_Visser_AJ...75490_C10
AJ...75499,11455,1098,Titan_0195_2309A_Visser_AJ...75499_D10
AJ...75509,11458,2755,Titan_0195_2309A_Visser_AJ...75509_E10
AJ...75513,11486,2750,Titan_0195_2309A_Visser_AJ...75513_F10
AJ...75514,11485,2751,Titan_0195_2309A_Visser_AJ...75514_G10
AJ...75600,11219,1162,Titan_0195_2309A_Visser_AJ...75600_H10
AJ...75601,11218,1428,5505364240734012616369_(Axiom_GreatTit)_B12
AJ...75621,11141,1115,Titan_0194_2309A_Visser_AJ...75621_H10
AJ...75664,11242,2752,Titan_0194_2309A_Visser_AJ...75664_A11
AJ...75953,12979,2746,Titan_0187_2309A_Visser_AJ....75953_G09
AJ...75961,13016,3074,Titan_0195_2309A_Visser_AJ...75961_A11
AJ...75967,13010,3073,Titan_0195_2309A_Visser_AJ...75967_B11
AJ...75970,13019,3072,Titan_0195_2309A_Visser_AJ...75970_C11
AJ...76083,13041,3075,Titan_0194_2309A_Visser_AJ...76083_B11
AJ...76118,13534,2765,Titan_0195_2309A_Visser_AJ...76118_E11
AJ...76277,13600,2761,Titan_0189_2309A_Visser_AJ...76277_G09
AJ...76319,13346,1104,Titan_0194_2309A_Visser_AJ...76319_C11
AJ...76327,13370,1123,Titan_0194_2309A_Visser_AJ...76327_D11
AJ...76365,13332,1122,Titan_0194_2309A_Visser_AJ...76365_E11
AJ...76467,13410,1121,Titan_0194_2309A_Visser_AJ...76467_F11
AJ...76470,13407,1172,Titan_0195_2309A_Visser_AJ...76470_F11
AJ...76471,13406,1161,Titan_0195_2309A_Visser_AJ...76471_G11
AJ...76472,13405,1130,Titan_0195_2309A_Visser_AJ...76472_H11
AJ...76479,12453,1087,Titan_0195_2309A_Visser_AJ...76479_A12
AJ...76504,12473,1144,Titan_0195_2309A_Visser_AJ...76504_B12
AJ...76508,12457,1120,Titan_0194_2309A_Visser_AJ...76508_G11
AJ...76511,12466,1100,Titan_0195_2309A_Visser_AJ...76511_C12
AJ...76515,12462,1119,Titan_0194_2309A_Visser_AJ...76515_H11
AJ...76516,12461,1099,Titan_0195_2309A_Visser_AJ...76516_D12
AJ...76525,12407,1075,Titan_0195_2309A_Visser_AJ...76525_E12
AJ...76543,12424,1171,Titan_0195_2309A_Visser_AJ...76543_F12
AJ...76547,12430,1095,Titan_0195_2309A_Visser_AJ...76547_G12
AJ...76552,12425,1083,Titan_0195_2309A_Visser_AJ...76552_H12
AJ...76554,12423,1082,Titan_0196_2309A_Visser_AJ...76554_A01
AJ...76562,12415,1078,Titan_0196_2309A_Visser_AJ...76562_H01
AJ...76588,12559,1076,Titan_0196_2309A_Visser_AJ...76588_B02
AJ...76591,12566,973,Titan_0190_2309A_Visser_AG...63573_C10
AJ...76596,12561,1103,Titan_0194_2309A_Visser_AJ...76596_A12
AJ...76602,12555,1084,Titan_0196_2309A_Visser_AJ...76602_C02
AJ...76604,12553,1118,Titan_0196_2309A_Visser_AJ...76604_D02
AJ...76607,12550,1117,Titan_0194_2309A_Visser_AJ...76607_B12
AJ...76616,12496,1131,Titan_0194_2309A_Visser_AJ...76616_D12
AJ...76617,12495,1124,Titan_0194_2309A_Visser_AJ...76617_E12
AJ...76626,12486,959,Titan_0190_2309A_Visser_AR...30168_F05
AJ...76642,12515,1114,Titan_0194_2309A_Visser_AJ...76642_F12
AJ...76645,12524,1113,Titan_0194_2309A_Visser_AJ...76645_G12
AJ...76646,12511,1112,Titan_0194_2309A_Visser_AJ...76646_H12
AJ...76647,12510,1111,Titan_0195_2309A_Visser_AJ...76647_A01
AJ...76648,12509,1110,Titan_0195_2309A_Visser_AJ...76648_B01
AJ...76649,12508,1109,Titan_0195_2309A_Visser_AJ...76649_C01
AJ...76655,12568,1108,Titan_0195_2309A_Visser_AJ...76655_D01
AJ...76751,12360,1246,Titan_0195_2309A_Visser_AJ...76751_E01
AJ...76752,12359,1294,Titan_0195_2309A_Visser_AJ...76752_F01
AJ...76753,12358,1269,Titan_0195_2309A_Visser_AJ...76753_G01
AJ...76756,12355,1425,5505364240734012616369_(Axiom_GreatTit)_C12
AJ...76757,12366,1251,Titan_0195_2309A_Visser_AJ...76757_H01
AJ...76759,12352,1250,Titan_0195_2309A_Visser_AJ...76759_A02
AJ...76762,12349,1249,Titan_0195_2309A_Visser_AJ...76762_B02
AJ...76766,12377,983,Titan_0190_2309A_Visser_AG...63676_D10
AJ...76768,12356,1248,Titan_0195_2309A_Visser_AJ...76768_C02
AJ...76774,12382,1421,5505364240734012616369_(Axiom_GreatTit)_H12
AJ...76778,12378,868,Titan_0191_2309A_Visser_AG...63578_C03
AJ...76779,12389,179,Titan_0180_2309A_Visser_AJ....76779_B07
AJ...77099,12597,3092,Titan_0195_2309A_Visser_AJ...77099_D04
AJ...77140,12736,2802,Titan_0195_2309A_Visser_AJ...77140_B06
AJ...77159,12672,2808,Titan_0190_2309A_Visser_AR...18063_F01
AJ...77169,12662,2810,Titan_0195_2309A_Visser_AJ...77169_C06
AJ...77202,8854,3102,Titan_0195_2309A_Visser_AJ...77202_D06
AJ...77226,8875,3091,Titan_0195_2309A_Visser_AJ...77226_E06
AJ...77259,8797,2801,Titan_0195_2309A_Visser_AJ...77259_H06
AJ...77265,8836,2806,Titan_0195_2309A_Visser_AJ...77265_A07
AJ...77268,8833,2807,Titan_0195_2309A_Visser_AJ...77268_B07
AJ...77279,8822,2816,Titan_0195_2309A_Visser_AJ...77279_C07
AJ...77280,8821,2818,Titan_0195_2309A_Visser_AJ...77280_D07
AJ...77283,8905,2817,Titan_0195_2309A_Visser_AJ...77283_E07
AJ...77312,8969,2805,Titan_0195_2309A_Visser_AJ...77312_G07
AJ...77313,8968,2804,Titan_0195_2309A_Visser_AJ...77313_H07
AJ...77349,8887,2820,Titan_0195_2309A_Visser_AJ...77349_A08
AJ...77419,8703,3094,Titan_0195_2309A_Visser_AJ...77419_C08
AJ...77546,8734,2822,Titan_0191_2309A_Visser_AR...01925_C07
AJ...77616,9159,2814,Titan_0194_2309A_Visser_AJ...77616_B09
AJ...77632,9188,2813,Titan_0194_2309A_Visser_AJ...77632_C09
AJ...77652,9303,2812,Titan_0194_2309A_Visser_AJ...77652_D09
AJ...77714,9286,2803,Titan_0194_2309A_Visser_AJ...77714_E09
AJ...78100,7956,993,Titan_0190_2309A_Visser_AR...00039_E10
AJ...78123,7978,1259,Titan_0195_2309A_Visser_AJ...78123_E02
AJ...78124,7977,1293,Titan_0195_2309A_Visser_AJ...78124_F02
AJ...78127,7974,1302,Titan_0195_2309A_Visser_AJ...78127_G02
AJ...78133,7968,1253,Titan_0195_2309A_Visser_AJ...78133_H02
AJ...78134,7967,1300,Titan_0195_2309A_Visser_AJ...78134_A03
AJ...78137,7930,1299,Titan_0195_2309A_Visser_AJ...78137_B03
AJ...78140,7917,1298,Titan_0195_2309A_Visser_AJ...78140_C03
AJ...78151,7918,1297,Titan_0195_2309A_Visser_AJ...78151_D03
AJ...78166,7935,1296,Titan_0195_2309A_Visser_AJ...78166_E03
AJ...78171,7919,1295,Titan_0195_2309A_Visser_AJ...78171_F03
AJ...78172,7929,1274,Titan_0195_2309A_Visser_AJ...78172_G03
AJ...78184,7964,1301,Titan_0195_2309A_Visser_AJ...78184_H03
AJ...78188,8047,1261,Titan_0195_2309A_Visser_AJ...78188_A04
AJ...78198,8037,1267,Titan_0195_2309A_Visser_AJ...78198_B04
AJ...78206,8042,1266,Titan_0195_2309A_Visser_AJ...78206_C04
AJ...78220,8060,1265,Titan_0195_2309A_Visser_AJ...78220_E04
AJ...78237,7998,1264,Titan_0195_2309A_Visser_AJ...78237_F04
AJ...78244,7991,999,Titan_0190_2309A_Visser_AR...00505_F11
AJ...78250,8020,1263,Titan_0195_2309A_Visser_AJ...78250_G04
AJ...78258,8022,1262,Titan_0195_2309A_Visser_AJ...78258_H04
AJ...78260,8008,1254,Titan_0195_2309A_Visser_AJ...78260_A05
AJ...78264,8016,1260,Titan_0195_2309A_Visser_AJ...78264_B05
AJ...78271,8009,1001,Titan_0190_2309A_Visser_AR...00509_G11
AJ...78272,8321,992,Titan_0190_2309A_Visser_AR...00513_H11
AJ...78275,8500,949,Titan_0190_2309A_Visser_AR...00514_A12
AJ...78280,8495,994,Titan_0190_2309A_Visser_AR...00517_B12
AJ...78295,8515,995,Titan_0190_2309A_Visser_AR...09285_C12
AJ...78308,8512,1268,Titan_0195_2309A_Visser_AJ...78308_C05
AJ...78315,8505,971,Titan_0190_2309A_Visser_AG...63563_F10
AJ...78329,8446,975,Titan_0190_2309A_Visser_AK...73255_G10
AJ...78331,8444,951,Titan_0190_2309A_Visser_AR...00522_H10
AJ...78334,8441,1000,Titan_0190_2309A_Visser_AR...01912_H12
AJ...78336,8439,412,5505364240734012616369_(Axiom_GreatTit)_A01
AJ...78337,8438,1590,5505364240734012616369_(Axiom_GreatTit)_B01
AJ...78338,8437,1149,5505364240734012616369_(Axiom_GreatTit)_C01
AJ...78339,8468,1148,5505364240734012616369_(Axiom_GreatTit)_D01
AJ...78341,8447,1147,5505364240734012616369_(Axiom_GreatTit)_E01
AJ...78344,8476,613,Titan_0191_2309A_Visser_AR...09476_D07
AJ...78345,8475,1132,5505364240734012616369_(Axiom_GreatTit)_F01
AJ...78348,8472,1145,5505364240734012616369_(Axiom_GreatTit)_G01
AJ...78354,8466,1258,Titan_0195_2309A_Visser_AJ...78354_D05
AJ...78357,8463,966,Titan_0190_2309A_Visser_AR...29389_G07
AJ...78359,8461,1257,Titan_0195_2309A_Visser_AJ...78359_E05
AJ...78403,8597,1256,Titan_0195_2309A_Visser_AJ...78403_F05
AJ...78406,8594,952,Titan_0190_2309A_Visser_AR...00524_A11
AJ...78456,8319,996,Titan_0190_2309A_Visser_AR...09489_D12
AJ...78457,8318,1006,Titan_0190_2309A_Visser_AG...63571_E12
AJ...78461,8314,953,Titan_0190_2309A_Visser_AR...00525_B11
AJ...78463,8301,954,Titan_0190_2309A_Visser_AG...61982_C11
AJ...78466,8309,974,Titan_0190_2309A_Visser_AL...61016_D11
AJ...78558,8397,1423,5505364240734012616369_(Axiom_GreatTit)_E12
AJ...78569,8431,1422,5505364240734012616369_(Axiom_GreatTit)_F12
AJ...78623,8377,989,Titan_0190_2309A_Visser_AR...00462_H09
AJ...78625,8375,981,Titan_0190_2309A_Visser_AR...00651_A10
AJ...78752,10405,3098,5505364240734012616369_(Axiom_GreatTit)_A12
AJ...78780,10344,1424,5505364240734012616369_(Axiom_GreatTit)_D12
AJ...78949,10162,869,Titan_0191_2309A_Visser_AR...00187_D03
AJ...78964,10147,1823,Titan_0180_2309A_Visser_AJ....78964_C07
AJ...79072,10624,2837,Titan_0190_2309A_Visser_AR...29398_D08
AJ...79089,10742,2841,Titan_0187_2309A_Visser_AJ....79089_E08
AJ...79225,10426,3097,5505364240734012616369_(Axiom_GreatTit)_D02
AJ...79286,10590,3096,5505364240734012616369_(Axiom_GreatTit)_E02
AJ...79438,9539,2838,5505364240734012616369_(Axiom_GreatTit)_F02
AJ...79640,9471,1159,5505364240734012616369_(Axiom_GreatTit)_H01
AJ...79646,9510,2840,Titan_0190_2309A_Visser_AR...00352_G09
AJ...79655,9513,630,Titan_0191_2309A_Visser_AG...57993_E07
AJ...79667,9478,2839,Titan_0184_2309A_Visser_AJ....79667_D04
AJ...79672,9439,1143,5505364240734012616369_(Axiom_GreatTit)_A02
AJ...79858,9985,998,Titan_0190_2309A_Visser_AG...63677_F12
AJ...79909,9742,1550,Titan_0190_2309A_Visser_AK...75116_G12
AJ...79920,9776,198,Titan_0180_2309A_Visser_AJ....79920_D07
AJ...79936,9703,1004,Titan_0190_2309A_Visser_AR...29399_E08
AJ...79937,9748,1005,Titan_0190_2309A_Visser_AR...29400_F08
