"","ring","date","seeds","recs","season.yr","ringyr"
"2021","l808862","2012-02-19",63,70,2011,"l808862 2012"
"2022","l808862","2012-02-25",42,46,2011,"l808862 2012"
"2023","l808862","2012-02-26",47,56,2011,"l808862 2012"
"2024","l808863","2011-12-03",61,72,2011,"l808863 2012"
"2025","l808863","2011-12-04",48,50,2011,"l808863 2012"
"2026","l808863","2011-12-10",10,10,2011,"l808863 2012"
"2027","l808863","2011-12-11",31,38,2011,"l808863 2012"
"2028","l808863","2011-12-17",74,86,2011,"l808863 2012"
"2029","l808863","2011-12-18",66,77,2011,"l808863 2012"
"2030","l808863","2011-12-24",56,64,2011,"l808863 2012"
"2031","l808863","2011-12-25",45,57,2011,"l808863 2012"
"2032","l808863","2011-12-31",30,37,2011,"l808863 2012"
"2033","l808863","2012-01-01",39,54,2011,"l808863 2012"
"2034","l808863","2012-01-07",47,56,2011,"l808863 2012"
"2035","l808863","2012-01-08",40,49,2011,"l808863 2012"
"2036","l808863","2012-01-14",67,83,2011,"l808863 2012"
"2037","l808863","2012-01-15",50,61,2011,"l808863 2012"
"2038","l808863","2012-01-21",16,17,2011,"l808863 2012"
"2039","l808863","2012-01-22",16,20,2011,"l808863 2012"
"2040","l808863","2012-01-28",19,23,2011,"l808863 2012"
"2041","l808863","2012-01-29",30,45,2011,"l808863 2012"
"2042","l808863","2012-02-04",80,97,2011,"l808863 2012"
"2043","l808863","2012-02-05",44,51,2011,"l808863 2012"
"2044","l808863","2012-02-11",62,71,2011,"l808863 2012"
"2045","l808863","2012-02-12",76,91,2011,"l808863 2012"
"2046","l808863","2012-02-18",46,53,2011,"l808863 2012"
"2047","l808863","2012-02-19",58,67,2011,"l808863 2012"
"2048","l808863","2012-02-25",60,72,2011,"l808863 2012"
"2049","l808863","2012-02-26",43,48,2011,"l808863 2012"
"2050","l808864","2011-12-03",70,94,2011,"l808864 2012"
"2051","l808864","2011-12-04",69,91,2011,"l808864 2012"
"2052","l808864","2011-12-10",79,108,2011,"l808864 2012"
"2053","l808864","2011-12-11",65,80,2011,"l808864 2012"
"2054","l808864","2011-12-17",43,51,2011,"l808864 2012"
"2055","l808864","2011-12-18",105,138,2011,"l808864 2012"
"2056","l808864","2011-12-24",94,122,2011,"l808864 2012"
"2057","l808864","2011-12-25",85,112,2011,"l808864 2012"
"2058","l808864","2012-02-05",24,31,2011,"l808864 2012"
"2059","l808864","2012-02-11",96,129,2011,"l808864 2012"
"2060","l808864","2012-02-12",68,81,2011,"l808864 2012"
"2061","l808864","2012-02-18",59,76,2011,"l808864 2012"
"2062","l808864","2012-02-19",66,90,2011,"l808864 2012"
"2063","l808864","2012-02-25",84,112,2011,"l808864 2012"
"2064","l808864","2012-02-26",67,89,2011,"l808864 2012"
"2065","l808865","2011-12-03",53,53,2011,"l808865 2012"
"2066","l808865","2011-12-04",44,47,2011,"l808865 2012"
"2067","l808865","2011-12-10",7,8,2011,"l808865 2012"
"2068","l808865","2011-12-11",47,51,2011,"l808865 2012"
"2069","l808865","2011-12-17",28,32,2011,"l808865 2012"
"2070","l808865","2011-12-18",61,70,2011,"l808865 2012"
"2071","l808865","2011-12-24",43,51,2011,"l808865 2012"
"2072","l808865","2011-12-25",45,50,2011,"l808865 2012"
"2073","l808865","2011-12-31",40,47,2011,"l808865 2012"
"2074","l808865","2012-01-01",1,1,2011,"l808865 2012"
"2075","l808865","2012-01-08",41,48,2011,"l808865 2012"
"2076","l808865","2012-01-14",55,67,2011,"l808865 2012"
"2077","l808865","2012-01-15",45,53,2011,"l808865 2012"
"2078","l808865","2012-01-21",36,42,2011,"l808865 2012"
"2079","l808865","2012-01-22",44,54,2011,"l808865 2012"
"2080","l808865","2012-01-28",57,65,2011,"l808865 2012"
"2081","l808865","2012-01-29",28,39,2011,"l808865 2012"
"2082","l808865","2012-02-04",45,53,2011,"l808865 2012"
"2083","l808865","2012-02-05",49,52,2011,"l808865 2012"
"2084","l808865","2012-02-11",54,61,2011,"l808865 2012"
"2085","l808865","2012-02-12",48,56,2011,"l808865 2012"
"2086","l808865","2012-02-18",45,50,2011,"l808865 2012"
"2087","l808865","2012-02-19",38,41,2011,"l808865 2012"
"2088","l808865","2012-02-25",40,45,2011,"l808865 2012"
"2089","l808865","2012-02-26",34,38,2011,"l808865 2012"
"2090","l808879","2011-12-17",3,3,2011,"l808879 2012"
"2091","l808879","2011-12-18",2,4,2011,"l808879 2012"
"2092","l808879","2011-12-24",47,54,2011,"l808879 2012"
"2093","l808879","2011-12-25",54,61,2011,"l808879 2012"
"2094","l808879","2011-12-31",35,39,2011,"l808879 2012"
"2095","l808879","2012-01-01",39,45,2011,"l808879 2012"
"2096","l808879","2012-01-07",43,45,2011,"l808879 2012"
"2097","l808879","2012-01-08",25,26,2011,"l808879 2012"
"2098","l808879","2012-01-14",42,56,2011,"l808879 2012"
"2099","l808879","2012-01-15",20,22,2011,"l808879 2012"
"2100","l808879","2012-01-21",57,65,2011,"l808879 2012"
"2101","l808879","2012-01-22",65,82,2011,"l808879 2012"
"2102","l808879","2012-01-28",52,67,2011,"l808879 2012"
"2103","l808879","2012-01-29",58,66,2011,"l808879 2012"
"2104","l808879","2012-02-04",28,33,2011,"l808879 2012"
"2105","l808879","2012-02-05",60,69,2011,"l808879 2012"
"2106","l808879","2012-02-11",72,81,2011,"l808879 2012"
"2107","l808879","2012-02-12",64,79,2011,"l808879 2012"
"2108","l808879","2012-02-18",51,61,2011,"l808879 2012"
"2109","l808879","2012-02-19",54,62,2011,"l808879 2012"
"2110","l808879","2012-02-25",30,32,2011,"l808879 2012"
"2111","l808879","2012-02-26",25,28,2011,"l808879 2012"
"2112","l808882","2011-12-03",59,63,2011,"l808882 2012"
"2113","l808882","2011-12-04",48,56,2011,"l808882 2012"
"2114","l808882","2011-12-10",24,28,2011,"l808882 2012"
"2115","l808882","2011-12-11",41,52,2011,"l808882 2012"
"2116","l808882","2011-12-17",45,49,2011,"l808882 2012"
"2117","l808882","2011-12-18",34,41,2011,"l808882 2012"
"2118","l808882","2011-12-24",57,63,2011,"l808882 2012"
"2119","l808882","2011-12-25",46,55,2011,"l808882 2012"
"2120","l808882","2011-12-31",54,59,2011,"l808882 2012"
"2121","l808882","2012-01-01",27,32,2011,"l808882 2012"
"2122","l808882","2012-01-07",56,61,2011,"l808882 2012"
"2123","l808882","2012-01-08",33,40,2011,"l808882 2012"
"2124","l808882","2012-01-14",35,43,2011,"l808882 2012"
"2125","l808882","2012-01-15",45,54,2011,"l808882 2012"
"2126","l808882","2012-01-21",36,45,2011,"l808882 2012"
"2127","l808882","2012-01-22",52,62,2011,"l808882 2012"
"2128","l808882","2012-01-28",52,68,2011,"l808882 2012"
"2129","l808882","2012-01-29",32,46,2011,"l808882 2012"
"2130","l808882","2012-02-04",52,62,2011,"l808882 2012"
"2131","l808882","2012-02-05",49,59,2011,"l808882 2012"
"2132","l808882","2012-02-11",69,90,2011,"l808882 2012"
"2133","l808882","2012-02-12",34,49,2011,"l808882 2012"
"2134","l808882","2012-02-25",58,75,2011,"l808882 2012"
"2135","l808882","2012-02-26",40,51,2011,"l808882 2012"
"2136","l808884","2011-12-03",48,60,2011,"l808884 2012"
"2137","l808884","2011-12-04",41,45,2011,"l808884 2012"
"2138","l808884","2011-12-10",35,42,2011,"l808884 2012"
"2139","l808884","2011-12-11",58,70,2011,"l808884 2012"
"2140","l808884","2011-12-18",52,63,2011,"l808884 2012"
"2141","l808884","2011-12-24",68,86,2011,"l808884 2012"
"2142","l808884","2011-12-25",39,43,2011,"l808884 2012"
"2143","l808884","2011-12-31",37,42,2011,"l808884 2012"
"2144","l808884","2012-01-01",36,44,2011,"l808884 2012"
"2145","l808884","2012-01-08",59,71,2011,"l808884 2012"
"2146","l808884","2012-01-14",58,69,2011,"l808884 2012"
"2147","l808884","2012-01-15",57,72,2011,"l808884 2012"
"2148","l808884","2012-01-21",37,49,2011,"l808884 2012"
"2149","l808884","2012-01-22",43,53,2011,"l808884 2012"
"2150","l808884","2012-01-28",63,79,2011,"l808884 2012"
"2151","l808884","2012-01-29",42,61,2011,"l808884 2012"
"2152","l808884","2012-02-04",67,80,2011,"l808884 2012"
"2153","l808884","2012-02-05",65,80,2011,"l808884 2012"
"2154","l808884","2012-02-11",60,71,2011,"l808884 2012"
"2155","l808884","2012-02-12",59,74,2011,"l808884 2012"
"2156","l808884","2012-02-18",6,6,2011,"l808884 2012"
"2157","l808884","2012-02-19",26,34,2011,"l808884 2012"
"2158","l808884","2012-02-25",44,51,2011,"l808884 2012"
"2159","l808884","2012-02-26",41,52,2011,"l808884 2012"
"2160","l808894","2011-12-03",49,56,2011,"l808894 2012"
"2161","l808894","2011-12-04",38,44,2011,"l808894 2012"
"2162","l808894","2011-12-10",52,56,2011,"l808894 2012"
"2163","l808894","2011-12-11",41,44,2011,"l808894 2012"
"2164","l808894","2011-12-17",56,60,2011,"l808894 2012"
"2165","l808894","2011-12-18",52,56,2011,"l808894 2012"
"2166","l808894","2011-12-24",54,60,2011,"l808894 2012"
"2167","l808894","2011-12-25",43,46,2011,"l808894 2012"
"2168","l808894","2011-12-31",32,33,2011,"l808894 2012"
"2169","l808894","2012-01-01",30,36,2011,"l808894 2012"
"2170","l808894","2012-01-07",61,69,2011,"l808894 2012"
"2171","l808894","2012-01-08",40,46,2011,"l808894 2012"
"2172","l808894","2012-01-14",47,65,2011,"l808894 2012"
"2173","l808894","2012-01-15",48,57,2011,"l808894 2012"
"2174","l808894","2012-01-21",51,59,2011,"l808894 2012"
"2175","l808894","2012-01-22",46,53,2011,"l808894 2012"
"2176","l808894","2012-01-28",59,65,2011,"l808894 2012"
"2177","l808894","2012-01-29",52,64,2011,"l808894 2012"
"2178","l808894","2012-02-04",57,74,2011,"l808894 2012"
"2179","l808894","2012-02-05",38,45,2011,"l808894 2012"
"2180","l808894","2012-02-11",59,72,2011,"l808894 2012"
"2181","l808894","2012-02-12",51,60,2011,"l808894 2012"
"2182","l808894","2012-02-18",53,63,2011,"l808894 2012"
"2183","l808894","2012-02-19",61,72,2011,"l808894 2012"
"2184","l808894","2012-02-25",34,44,2011,"l808894 2012"
"2185","l808894","2012-02-26",17,23,2011,"l808894 2012"
"2186","l809014","2011-12-10",47,51,2011,"l809014 2012"
"2187","l809014","2011-12-11",32,35,2011,"l809014 2012"
"2188","l809014","2011-12-17",21,21,2011,"l809014 2012"
"2189","l809014","2011-12-18",54,56,2011,"l809014 2012"
"2190","l809014","2011-12-24",47,51,2011,"l809014 2012"
"2191","l809014","2011-12-25",39,42,2011,"l809014 2012"
"2192","l809014","2011-12-31",30,32,2011,"l809014 2012"
"2193","l809014","2012-01-01",44,49,2011,"l809014 2012"
"2194","l809014","2012-01-08",10,11,2011,"l809014 2012"
"2195","l809014","2012-01-14",55,60,2011,"l809014 2012"
"2196","l809014","2012-01-15",43,47,2011,"l809014 2012"
"2197","l809014","2012-01-21",45,48,2011,"l809014 2012"
"2198","l809014","2012-01-22",35,36,2011,"l809014 2012"
"2199","l809014","2012-01-28",47,54,2011,"l809014 2012"
"2200","l809014","2012-01-29",48,54,2011,"l809014 2012"
"2201","l809014","2012-02-04",51,56,2011,"l809014 2012"
"2202","l809014","2012-02-05",44,49,2011,"l809014 2012"
"2203","l809014","2012-02-11",19,20,2011,"l809014 2012"
"2204","l809014","2012-02-12",54,54,2011,"l809014 2012"
"2205","l809014","2012-02-18",10,11,2011,"l809014 2012"
"2206","l809014","2012-02-19",44,48,2011,"l809014 2012"
"2207","l809014","2012-02-25",24,28,2011,"l809014 2012"
"2208","l809014","2012-02-26",34,41,2011,"l809014 2012"
"2209","l809046","2011-12-17",3,4,2011,"l809046 2012"
"2210","l809046","2011-12-18",12,15,2011,"l809046 2012"
"2211","l809046","2011-12-31",24,27,2011,"l809046 2012"
"2212","l809046","2012-01-01",36,47,2011,"l809046 2012"
"2213","l809046","2012-01-07",22,25,2011,"l809046 2012"
"2214","l809046","2012-01-08",34,41,2011,"l809046 2012"
"2215","l809047","2011-12-03",23,23,2011,"l809047 2012"
"2216","l809047","2011-12-04",36,37,2011,"l809047 2012"
"2217","l809047","2011-12-10",52,60,2011,"l809047 2012"
"2218","l809047","2011-12-11",39,42,2011,"l809047 2012"
"2219","l809047","2011-12-17",60,66,2011,"l809047 2012"
"2220","l809047","2011-12-18",49,53,2011,"l809047 2012"
"2221","l809047","2011-12-24",57,64,2011,"l809047 2012"
"2222","l809047","2011-12-25",40,43,2011,"l809047 2012"
"2223","l809047","2011-12-31",32,34,2011,"l809047 2012"
"2224","l809047","2012-01-01",40,44,2011,"l809047 2012"
"2225","l809047","2012-01-07",41,49,2011,"l809047 2012"
"2226","l809047","2012-01-08",20,22,2011,"l809047 2012"
"2227","l809047","2012-01-14",31,33,2011,"l809047 2012"
"2228","l809047","2012-01-15",12,13,2011,"l809047 2012"
"2229","l809047","2012-01-21",13,14,2011,"l809047 2012"
"2230","l809047","2012-01-29",3,4,2011,"l809047 2012"
"2231","l809047","2012-02-04",26,32,2011,"l809047 2012"
"2232","l809047","2012-02-05",35,38,2011,"l809047 2012"
"2233","l809047","2012-02-11",52,60,2011,"l809047 2012"
"2234","l809047","2012-02-12",54,63,2011,"l809047 2012"
"2235","l809047","2012-02-18",34,40,2011,"l809047 2012"
"2236","l809047","2012-02-19",50,58,2011,"l809047 2012"
"2237","l809047","2012-02-25",49,57,2011,"l809047 2012"
"2238","l809047","2012-02-26",42,47,2011,"l809047 2012"
"2239","l809051","2011-12-17",16,18,2011,"l809051 2012"
"2240","l809051","2011-12-18",13,16,2011,"l809051 2012"
"2241","l809051","2011-12-24",19,24,2011,"l809051 2012"
"2242","l809051","2011-12-31",22,27,2011,"l809051 2012"
"2243","l809051","2012-01-07",15,18,2011,"l809051 2012"
"2244","l809051","2012-01-08",24,31,2011,"l809051 2012"
"2245","l809051","2012-01-14",29,31,2011,"l809051 2012"
"2246","l809051","2012-01-15",18,21,2011,"l809051 2012"
"2247","l809051","2012-01-21",16,18,2011,"l809051 2012"
"2248","l809051","2012-01-22",15,17,2011,"l809051 2012"
"2249","l809051","2012-01-28",7,9,2011,"l809051 2012"
"2250","l809051","2012-01-29",22,26,2011,"l809051 2012"
"2251","l809051","2012-02-04",14,17,2011,"l809051 2012"
"2252","l809051","2012-02-05",35,40,2011,"l809051 2012"
"2253","l809051","2012-02-11",60,74,2011,"l809051 2012"
"2254","l809051","2012-02-12",55,63,2011,"l809051 2012"
"2255","l809051","2012-02-18",36,42,2011,"l809051 2012"
"2256","l809051","2012-02-19",40,44,2011,"l809051 2012"
"2257","l809051","2012-02-25",30,34,2011,"l809051 2012"
"2258","l809051","2012-02-26",27,32,2011,"l809051 2012"
"2259","l809055","2011-12-18",15,17,2011,"l809055 2012"
"2260","l809055","2011-12-24",36,40,2011,"l809055 2012"
"2261","l809055","2011-12-31",27,31,2011,"l809055 2012"
"2262","l809055","2012-01-07",9,9,2011,"l809055 2012"
"2263","l809055","2012-01-08",15,16,2011,"l809055 2012"
"2264","l809055","2012-01-14",28,30,2011,"l809055 2012"
"2265","l809055","2012-01-15",20,25,2011,"l809055 2012"
"2266","l809055","2012-01-21",19,21,2011,"l809055 2012"
"2267","l809055","2012-01-22",27,29,2011,"l809055 2012"
"2268","l809055","2012-01-28",20,22,2011,"l809055 2012"
"2269","l809055","2012-01-29",29,36,2011,"l809055 2012"
"2270","l809055","2012-02-04",20,22,2011,"l809055 2012"
"2271","l809055","2012-02-05",43,56,2011,"l809055 2012"
"2272","l809055","2012-02-11",61,72,2011,"l809055 2012"
"2273","l809055","2012-02-12",54,64,2011,"l809055 2012"
"2274","l809055","2012-02-18",39,52,2011,"l809055 2012"
"2275","l809055","2012-02-19",39,46,2011,"l809055 2012"
"2276","l809055","2012-02-25",24,30,2011,"l809055 2012"
"2277","l809055","2012-02-26",22,26,2011,"l809055 2012"
"2278","l809071","2011-12-17",3,3,2011,"l809071 2012"
"2279","l809071","2011-12-18",8,9,2011,"l809071 2012"
"2280","l809071","2012-01-14",8,8,2011,"l809071 2012"
"2281","l809071","2012-01-15",13,13,2011,"l809071 2012"
"2282","l809071","2012-01-21",16,17,2011,"l809071 2012"
"2283","l809071","2012-01-22",22,26,2011,"l809071 2012"
"2284","l809071","2012-01-28",32,36,2011,"l809071 2012"
"2285","l809071","2012-01-29",32,37,2011,"l809071 2012"
"2286","l809071","2012-02-05",62,71,2011,"l809071 2012"
"2287","l809071","2012-02-11",42,46,2011,"l809071 2012"
"2288","l809071","2012-02-12",54,63,2011,"l809071 2012"
"2289","l809071","2012-02-18",51,55,2011,"l809071 2012"
"2290","l809071","2012-02-19",53,68,2011,"l809071 2012"
"2291","l809071","2012-02-25",50,56,2011,"l809071 2012"
"2292","l809071","2012-02-26",55,63,2011,"l809071 2012"
"2293","l809077","2011-12-04",20,21,2011,"l809077 2012"
"2294","l809077","2011-12-10",34,36,2011,"l809077 2012"
"2295","l809077","2011-12-11",33,33,2011,"l809077 2012"
"2296","l809077","2011-12-17",20,21,2011,"l809077 2012"
"2297","l809077","2011-12-18",18,20,2011,"l809077 2012"
"2298","l809077","2011-12-24",25,25,2011,"l809077 2012"
"2299","l809077","2011-12-25",7,9,2011,"l809077 2012"
"2300","l809077","2011-12-31",37,38,2011,"l809077 2012"
"2301","l809077","2012-01-01",35,40,2011,"l809077 2012"
"2302","l809077","2012-01-07",31,34,2011,"l809077 2012"
"2303","l809077","2012-01-08",41,46,2011,"l809077 2012"
"2304","l809077","2012-01-14",42,47,2011,"l809077 2012"
"2305","l809077","2012-01-15",48,53,2011,"l809077 2012"
"2306","l809077","2012-01-21",44,50,2011,"l809077 2012"
"2307","l809077","2012-01-22",53,61,2011,"l809077 2012"
"2308","l809077","2012-01-28",49,55,2011,"l809077 2012"
"2309","l809077","2012-01-29",52,59,2011,"l809077 2012"
"2310","l809077","2012-02-04",78,85,2011,"l809077 2012"
"2311","l809077","2012-02-05",70,76,2011,"l809077 2012"
"2312","l809077","2012-02-11",50,53,2011,"l809077 2012"
"2313","l809077","2012-02-12",57,64,2011,"l809077 2012"
"2314","l809077","2012-02-18",40,42,2011,"l809077 2012"
"2315","l809077","2012-02-19",34,40,2011,"l809077 2012"
"2316","l809077","2012-02-25",26,26,2011,"l809077 2012"
"2317","l809077","2012-02-26",32,36,2011,"l809077 2012"
"2318","l809089","2011-12-03",7,9,2011,"l809089 2012"
"2319","l809089","2011-12-10",23,27,2011,"l809089 2012"
"2320","l809089","2011-12-11",30,34,2011,"l809089 2012"
"2321","l809089","2011-12-17",60,71,2011,"l809089 2012"
"2322","l809089","2011-12-18",74,83,2011,"l809089 2012"
"2323","l809089","2011-12-24",24,33,2011,"l809089 2012"
"2324","l809089","2011-12-25",44,65,2011,"l809089 2012"
"2325","l809089","2011-12-31",36,43,2011,"l809089 2012"
"2326","l809089","2012-01-01",38,43,2011,"l809089 2012"
"2327","l809089","2012-01-07",64,74,2011,"l809089 2012"
"2328","l809089","2012-01-08",46,56,2011,"l809089 2012"
"2329","l809089","2012-01-14",62,74,2011,"l809089 2012"
"2330","l809089","2012-01-15",70,82,2011,"l809089 2012"
"2331","l809089","2012-01-21",58,63,2011,"l809089 2012"
"2332","l809089","2012-01-22",53,62,2011,"l809089 2012"
"2333","l809089","2012-01-28",74,95,2011,"l809089 2012"
"2334","l809089","2012-01-29",67,81,2011,"l809089 2012"
"2335","l809089","2012-02-04",62,73,2011,"l809089 2012"
"2336","l809089","2012-02-05",41,52,2011,"l809089 2012"
"2337","l809089","2012-02-11",62,74,2011,"l809089 2012"
"2338","l809089","2012-02-12",49,57,2011,"l809089 2012"
"2339","l809089","2012-02-18",48,54,2011,"l809089 2012"
"2340","l809089","2012-02-19",53,61,2011,"l809089 2012"
"2341","l809089","2012-02-25",52,67,2011,"l809089 2012"
"2342","l809089","2012-02-26",54,63,2011,"l809089 2012"
"2343","l809094","2011-12-24",32,34,2011,"l809094 2012"
"2344","l809094","2012-01-08",2,2,2011,"l809094 2012"
"2345","l809094","2012-01-14",18,23,2011,"l809094 2012"
"2346","l809094","2012-01-15",9,10,2011,"l809094 2012"
"2347","l809094","2012-01-21",2,2,2011,"l809094 2012"
"2348","l809094","2012-01-22",12,17,2011,"l809094 2012"
"2349","l809094","2012-01-28",1,1,2011,"l809094 2012"
"2350","l809094","2012-01-29",10,10,2011,"l809094 2012"
"2351","l809094","2012-02-04",31,42,2011,"l809094 2012"
"2352","l809094","2012-02-05",46,50,2011,"l809094 2012"
"2353","l809094","2012-02-11",50,61,2011,"l809094 2012"
"2354","l809094","2012-02-12",33,41,2011,"l809094 2012"
"2355","l809094","2012-02-18",27,34,2011,"l809094 2012"
"2356","l809094","2012-02-19",28,33,2011,"l809094 2012"
"2357","l809094","2012-02-25",34,45,2011,"l809094 2012"
"2358","l809094","2012-02-26",29,39,2011,"l809094 2012"
"2359","l809095","2011-12-17",6,7,2011,"l809095 2012"
"2360","l809095","2012-01-08",2,2,2011,"l809095 2012"
"2361","l809211","2012-01-28",1,1,2011,"l809211 2012"
"2362","l809211","2012-02-12",1,1,2011,"l809211 2012"
"2363","l809321","2011-12-03",23,24,2011,"l809321 2012"
"2364","l809321","2011-12-25",35,43,2011,"l809321 2012"
"2365","l809321","2011-12-31",54,59,2011,"l809321 2012"
"2366","l809321","2012-01-01",45,47,2011,"l809321 2012"
"2367","l809321","2012-01-22",39,45,2011,"l809321 2012"
"2368","l809321","2012-02-04",18,18,2011,"l809321 2012"
"2369","l809321","2012-02-05",45,47,2011,"l809321 2012"
"2370","l809321","2012-02-11",32,37,2011,"l809321 2012"
"2371","l809321","2012-02-12",49,57,2011,"l809321 2012"
"2372","l809321","2012-02-18",41,46,2011,"l809321 2012"
"2373","l809321","2012-02-19",62,79,2011,"l809321 2012"
"2374","l809321","2012-02-25",65,79,2011,"l809321 2012"
"2375","l809321","2012-02-26",39,47,2011,"l809321 2012"
"2376","l809327","2011-12-10",11,12,2011,"l809327 2012"
"2377","l809327","2011-12-11",47,55,2011,"l809327 2012"
"2378","l809327","2011-12-17",6,7,2011,"l809327 2012"
"2379","l809327","2011-12-18",31,35,2011,"l809327 2012"
"2380","l809327","2011-12-24",57,67,2011,"l809327 2012"
"2381","l809327","2011-12-25",20,22,2011,"l809327 2012"
"2382","l809327","2011-12-31",41,47,2011,"l809327 2012"
"2383","l809327","2012-01-01",40,44,2011,"l809327 2012"
"2384","l809327","2012-01-07",46,57,2011,"l809327 2012"
"2385","l809327","2012-01-08",41,44,2011,"l809327 2012"
"2386","l809327","2012-01-14",37,41,2011,"l809327 2012"
"2387","l809327","2012-01-15",73,81,2011,"l809327 2012"
"2388","l809327","2012-01-21",66,75,2011,"l809327 2012"
"2389","l809327","2012-01-22",53,65,2011,"l809327 2012"
"2390","l809327","2012-01-28",62,69,2011,"l809327 2012"
"2391","l809327","2012-01-29",65,82,2011,"l809327 2012"
"2392","l809327","2012-02-04",66,79,2011,"l809327 2012"
"2393","l809327","2012-02-05",66,82,2011,"l809327 2012"
"2394","l809327","2012-02-11",61,68,2011,"l809327 2012"
"2395","l809327","2012-02-12",59,69,2011,"l809327 2012"
"2396","l809327","2012-02-18",64,80,2011,"l809327 2012"
"2397","l809327","2012-02-19",56,62,2011,"l809327 2012"
"2398","l809327","2012-02-25",70,79,2011,"l809327 2012"
"2399","l809327","2012-02-26",59,72,2011,"l809327 2012"
"2400","l809341","2011-12-11",21,24,2011,"l809341 2012"
"2401","l809341","2011-12-17",35,40,2011,"l809341 2012"
"2402","l809341","2011-12-18",32,38,2011,"l809341 2012"
"2403","l809341","2011-12-31",41,53,2011,"l809341 2012"
"2404","l809341","2012-01-01",35,44,2011,"l809341 2012"
"2405","l809341","2012-01-07",40,47,2011,"l809341 2012"
"2406","l809341","2012-01-08",41,50,2011,"l809341 2012"
"2407","l809341","2012-01-14",37,42,2011,"l809341 2012"
"2408","l809341","2012-01-15",39,42,2011,"l809341 2012"
"2409","l809341","2012-01-21",53,57,2011,"l809341 2012"
"2410","l809341","2012-01-22",34,37,2011,"l809341 2012"
"2411","l809341","2012-01-28",61,67,2011,"l809341 2012"
"2412","l809341","2012-01-29",45,50,2011,"l809341 2012"
"2413","l809341","2012-02-04",41,43,2011,"l809341 2012"
"2414","l809341","2012-02-05",63,73,2011,"l809341 2012"
"2415","l809341","2012-02-11",24,30,2011,"l809341 2012"
"2416","l809341","2012-02-12",71,85,2011,"l809341 2012"
"2417","l809341","2012-02-18",46,53,2011,"l809341 2012"
"2418","l809341","2012-02-19",51,62,2011,"l809341 2012"
"2419","l809341","2012-02-25",35,39,2011,"l809341 2012"
"2420","l809341","2012-02-26",40,42,2011,"l809341 2012"
"2421","l809350","2011-12-11",2,2,2011,"l809350 2012"
"2422","l809411","2011-12-03",33,35,2011,"l809411 2012"
"2423","l809411","2011-12-04",32,35,2011,"l809411 2012"
"2424","l809411","2011-12-10",15,17,2011,"l809411 2012"
"2425","l809411","2011-12-11",36,41,2011,"l809411 2012"
"2426","l809411","2011-12-17",36,42,2011,"l809411 2012"
"2427","l809411","2011-12-18",13,15,2011,"l809411 2012"
"2428","l809411","2011-12-24",40,45,2011,"l809411 2012"
"2429","l809411","2011-12-25",46,48,2011,"l809411 2012"
"2430","l809411","2011-12-31",50,61,2011,"l809411 2012"
"2431","l809411","2012-01-01",45,51,2011,"l809411 2012"
"2432","l809411","2012-01-07",28,29,2011,"l809411 2012"
"2433","l809411","2012-01-08",23,26,2011,"l809411 2012"
"2434","l809411","2012-01-14",19,21,2011,"l809411 2012"
"2435","l809411","2012-01-15",48,52,2011,"l809411 2012"
"2436","l809411","2012-01-21",32,38,2011,"l809411 2012"
"2437","l809411","2012-01-22",58,63,2011,"l809411 2012"
"2438","l809411","2012-01-28",61,67,2011,"l809411 2012"
"2439","l809411","2012-01-29",52,55,2011,"l809411 2012"
"2440","l809411","2012-02-04",39,40,2011,"l809411 2012"
"2441","l809411","2012-02-05",26,30,2011,"l809411 2012"
"2442","l809411","2012-02-11",18,20,2011,"l809411 2012"
"2443","l809411","2012-02-12",22,24,2011,"l809411 2012"
"2444","l809411","2012-02-18",3,3,2011,"l809411 2012"
"2445","l809411","2012-02-19",47,54,2011,"l809411 2012"
"2446","l809411","2012-02-25",46,49,2011,"l809411 2012"
"2447","l809411","2012-02-26",54,63,2011,"l809411 2012"
"2448","l809413","2011-12-10",13,13,2011,"l809413 2012"
"2449","l809413","2011-12-17",23,24,2011,"l809413 2012"
"2450","l809413","2011-12-18",35,40,2011,"l809413 2012"
"2451","l809419","2011-12-04",39,42,2011,"l809419 2012"
"2452","l809419","2011-12-10",54,59,2011,"l809419 2012"
"2453","l809419","2011-12-11",23,25,2011,"l809419 2012"
"2454","l809419","2011-12-17",56,58,2011,"l809419 2012"
"2455","l809419","2011-12-18",62,74,2011,"l809419 2012"
"2456","l809419","2011-12-24",41,47,2011,"l809419 2012"
"2457","l809419","2011-12-25",41,58,2011,"l809419 2012"
"2458","l809419","2011-12-31",45,54,2011,"l809419 2012"
"2459","l809419","2012-01-01",42,53,2011,"l809419 2012"
"2460","l809419","2012-01-07",32,34,2011,"l809419 2012"
"2461","l809419","2012-01-08",29,33,2011,"l809419 2012"
"2462","l809419","2012-01-14",36,44,2011,"l809419 2012"
"2463","l809419","2012-01-15",54,68,2011,"l809419 2012"
"2464","l809419","2012-01-21",21,26,2011,"l809419 2012"
"2465","l809419","2012-01-22",51,60,2011,"l809419 2012"
"2466","l809419","2012-01-28",56,79,2011,"l809419 2012"
"2467","l809419","2012-01-29",42,52,2011,"l809419 2012"
"2468","l809419","2012-02-04",16,20,2011,"l809419 2012"
"2469","l809419","2012-02-05",49,56,2011,"l809419 2012"
"2470","l809419","2012-02-11",56,63,2011,"l809419 2012"
