id,pnum,origin_pnum,site,grid_ref,date_time,initials,retrap,age,sex,bto_species_code,bto_ring,pit_tag,weight,wing_length,tarsus_length,tarsus_length_method,bill_length,bill_length_method,bill_depth,bill_depth_method,pox_description,pectoral_muscle,leg_condition_description,tick_description,fat,moult_description,comment,feather,source_file,dup_pulli,missing_date_time,dup_date_time_bto_ring,diff_pnum_site_to_site,rescaled_morphometrics,updated_species_code,legacy_brood_id,breaststripe1,breaststripe2
47905,20061mp74,,mp74,SP4608,20/05/2006 11:35,,R,6,F,GRETI,R639004,,19.5,76,20.1,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
28956,20031mp52,,mp,SP4608,23/05/2003 00:00,GWC,N,5,F,GRETI,R639009,,17.9,73,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
256405,20041MP52,,MP52,,07/06/2004 20:00,robin,R,6,F,GRETI,R639009,,16,73,20.5,,,,,,,,,,,,,,"sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,1,,0,0
29518,20031mp25,,MP,SP4608,25/05/2003 00:00,GWC,N,5,F,GRETI,R639013,,18.6,70,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
256471,20041MP25,,MP25,,28/06/2004 16:00,robin,R,6,F,GRETI,R639013,,19,71,19.7,,,,,,,,,,,,,,"sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,1,,0,0
38936,,,MP,SP4608,22/02/2005 00:00,SP,R,6,F,GRETI,R639013,,,73,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
30395,,,,SP4608,28/05/2003 14:02,GWC,N,5,F,GRETI,R639015,,18.6,72,,,,,,,,3,,,15,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
31589,,,,SP4608,03/06/2003 00:00,GWC,R,5,F,GRETI,R639015,,,,,,,,,,,,,,,,At Nest Box/Artificial site,,CAM_94-2013_IMPR.csv,,,,,,,,,
31756,20031b139,,b,SP4608,09/06/2003 00:00,GWC,R,5,F,GRETI,R639015,,18.6,72,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
256264,20041B39,,B39,,23/05/2004 14:00,robin,,4,F,GRETI,R639015,,18.5,72,,,,,,,,,,,,,,,sobseall_long_term_data.csv,,,,,1,1,,,
43025,20051b72,,b72,SP4608,26/05/2005 10:00,,R,6,F,GRETI,R639015,,17.9,72,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
45801,,,MMAR,SP4608,21/11/2005 08:35,SCP,R,4,F,GRETI,R639015,,16.7,72,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
46142,,,MMAR,SP4608,10/12/2005 09:50,BRC,R,4,F,GRETI,R639015,,17,72,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
50292,20061ex13,,EX13,SP4608,30/05/2006 06:00,KSJ,N,5,F,GRETI,R639113,,17.5,72,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
59317,20071ex14,,EX14,SP4608,18/05/2007 14:32,ML,R,6,F,GRETI,R639113,9e3165,17.8,71.5,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
52193,20061w97,,W97,SP4608,02/06/2006 10:00,KSJ,N,5,F,GRETI,R639118,,18.3,73.5,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,,1,,,,
58624,20071sw42,,SW42,SP4608,17/05/2007 06:00,,N,5,F,GRETI,R639130,a50687,18,72,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
59127,20071o113,,O113,SP4608,18/05/2007 11:00,,N,5,M,GRETI,R639132,9e0984,19.5,75,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
65849,,,O101,SP4608,23/02/2008 12:48,SB,R,6,M,GRETI,R639132,,19.2,74.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
70658,20081o113,,O113,SP4608,28/05/2008 06:00,EC,R,6,M,GRETI,R639132,,18.7,74.5,20.5,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
75099,,,CH,SP4608,29/10/2008 10:42,EC,R,4,M,GRETI,R639132,,19.5,76,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
77923,20091o113,,O113,SP4608,15/05/2009 10:17,ML,R,6,M,GRETI,R639132,,19,76,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
51734,20061P116,p116,P116,SP4608,01/06/2006 00:00,JQ,N,1,,BLUTI,R639189,,,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, 2001-2010_BLUTI_pulli_ringing.csv",,,,,,,206069,,
61627,20071ex17,,EX17,SP4608,21/05/2007 07:12,ML,R,5,F,GRETI,R639189,9e12c4,19.1,71.5,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
48525,20061ex7,,EX7,SP4608,25/05/2006 10:00,KSJ,N,5,F,GRETI,R639201,,18.4,72,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
55345,,,CH,SP4608,21/02/2007 00:00,SB,R,6,F,GRETI,R639201,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
60147,20071ex7,,EX7,SP4608,19/05/2007 08:48,ML,R,6,F,GRETI,R639201,a4f119,19.6,71.5,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
54693,,,P11,SP4608,19/01/2007 00:00,SB,N,5,F,GRETI,R639217,,19,72,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
57998,20071sw63,,SW63,SP4608,16/05/2007 18:00,,y,5,F,GRETI,R639217,9e1831,19,71,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
73846,20081sw63,,SW63,SP4608,02/06/2008 09:00,EC,R,6,F,GRETI,R639217,,17.2,71.5,19.3,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
78817,20091sw59,,SW59,SP4608,17/05/2009 08:00,IS,R,6,F,GRETI,R639217,,18,73,22.1,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
88083,20101sw59,,SW59,SP4608,14/05/2010 06:00,EC,R,6,F,GRETI,R639217,,18.3,71,22.9,M,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
97542,20101sw61,,SW61,SP4608,14/06/2010 08:00,EC,R,6,F,GRETI,R639217,,17.7,70,22.6,M,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv, WO_adult_table.csv",,,,,1,,,,
54872,,,P11,SP4608,29/01/2007 00:00,SB,N,5,F,GRETI,R639233,,18,72,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
57027,20071p16,,P16,SP4608,14/05/2007 16:00,MS,R,5,F,GRETI,R639233,9e182f,19,73,20.7,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
55294,,,B148,SP4608,20/02/2007 00:00,SB,N,5,F,GRETI,R639275,,19,75,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
69000,20081b211,,B211,SP4608,24/05/2008 06:00,AH,R,6,F,GRETI,R639275,9e3174,20.4,77,22.9,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
75204,,,MIDMP,SP4608,06/11/2008 00:00,JQ,R,4,F,GRETI,R639275,,18.4,76,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55295,,,B148,SP4608,20/02/2007 00:00,SB,N,5,F,GRETI,R639280,,18,73,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
60162,20071b51,,B51,SP4608,19/05/2007 10:00,JC,R,5,F,GRETI,R639280,9e373a,18.1,73,22.8,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
55470,,,SW17,SP4608,27/02/2007 00:00,SB,N,5,M,GRETI,R639299,,20,74,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
64452,20071o96,,O96,SP4608,25/05/2007 13:00,,y,5,M,GRETI,R639299,,18.5,73,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,,1,,,,
55778,,,,SP4608,09/03/2007 00:00,,N,5,F,GRETI,R639301,,16.7,71.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55756,,,,SP4608,09/03/2007 00:00,,N,5,M,GRETI,R639306,,19.4,75,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
59305,20071b77,,B77,SP4608,18/05/2007 10:00,JC,R,5,M,GRETI,R639306,a504c5,18.8,75,22.6,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
53944,,,LOWMAR,SP4608,09/11/2006 00:00,,N,3,M,GRETI,R639408,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
53969,,,LOWMAR,SP4608,14/11/2006 00:00,,R,3,M,GRETI,R639408,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
54725,,,,SP4608,22/01/2007 00:00,,R,5,M,GRETI,R639408,,20.5,76,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55458,,,,SP4608,26/02/2007 00:00,,R,5,M,GRETI,R639408,,20.8,76,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
56778,20071mp32,,MP32,SP4608,13/05/2007 07:15,SP,R,5,M,GRETI,R639408,020d59,20,75,20.1,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,,,,,
53946,,,LOWMAR,SP4608,09/11/2006 00:00,,N,3,F,GRETI,R639411,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
53991,,,LOWMAR,SP4608,14/11/2006 00:00,,R,3,F,GRETI,R639411,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55772,,,,SP4608,09/03/2007 00:00,,R,5,F,GRETI,R639411,,19.6,73.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
53945,,,LOWMAR,SP4608,09/11/2006 00:00,,N,3,F,GRETI,R639412,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
56318,20071mp10,,MP10,SP4608,10/05/2007 08:00,SP,R,5,F,GRETI,R639412,9e3016,17.2,71,19.6,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,,,,,
53974,,,LOWMAR,SP4608,14/11/2006 00:00,,N,3,M,GRETI,R639417,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
65072,20071b27,,B27,SP4608,04/06/2007 18:00,JC,R,5,F,GRETI,R639417,20749,18.6,74.5,23.3,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
54109,,,LOW MP,SP4608,22/11/2006 00:00,,N,3,F,GRETI,R639424,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
65747,,,MP70,SP4608,13/02/2008 13:00,SB,R,6,F,GRETI,R639424,,18.2,70.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
54583,,,,SP4608,04/01/2007 00:00,,N,5,F,GRETI,R639441,,17.1,73.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
54730,,,,SP4608,22/01/2007 00:00,,R,5,F,GRETI,R639441,,17.5,74,,,,,,,,,,,,,SEXED WRONGLY,,CAM_94-2013_IMPR.csv,,,,,,,,,
56608,20071mp56,,MP56,SP4608,12/05/2007 10:35,SP,R,5,F,GRETI,R639441,9e125a,18,73,20.9,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,,,,,
66737,20081mp55,,MP55,SP4608,18/05/2008 06:00,JQ,y,6,F,GRETI,R639441,,19.2,74,19.2,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
54602,,,,SP4608,04/01/2007 00:00,,N,5,M,GRETI,R639450,,17.5,75,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55573,,,,SP4608,05/03/2007 00:00,,R,5,F,GRETI,R639450,,18.5,75,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
57107,20071mp8,,MP8,SP4608,14/05/2007 07:10,SP,R,5,F,GRETI,R639450,022bdf,18,75,20.2,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,,,,,
54660,,,,SP4608,15/01/2007 00:00,,N,5,F,GRETI,R639455,,17.9,75,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
54953,,,,SP4608,31/01/2007 00:00,,R,5,F,GRETI,R639455,,19,74.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
58105,20071b195,,B195,SP4608,16/05/2007 08:00,JC,R,5,F,GRETI,R639455,a50f8b,19,74.5,22.1,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
54646,,,,SP4608,15/01/2007 00:00,,N,5,M,GRETI,R639463,,19.1,75,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
80543,20091b90,,B90,SP4608,19/05/2009 07:00,AH,R,6,M,GRETI,R639463,ed15a6,19.9,77,23.7,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
54641,,,,SP4608,15/01/2007 00:00,,N,5,F,GRETI,R639466,,16.7,73,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
58123,20071b77,,B77,SP4608,16/05/2007 14:00,JC,R,5,F,GRETI,R639466,02114a,18.6,73,22,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
54937,,,,SP4608,31/01/2007 00:00,,N,5,F,GRETI,R639484,,17.4,73,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55791,,,,SP4608,09/03/2007 00:00,,R,5,F,GRETI,R639484,,18,73.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
58133,20071mp96,,MP96,SP4608,16/05/2007 09:10,SP,R,5,F,GRETI,R639484,22806,18.3,73,20.4,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,,,,,
68098,20081mp96,,MP96,SP4608,22/05/2008 08:00,JQ,y,6,F,GRETI,R639484,,18.1,74,20.3,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
77919,20091mp96,,MP96,SP4608,15/05/2009 10:00,EC,R,6,F,GRETI,R639484,,17.6,74,20,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
54940,,,,SP4608,31/01/2007 00:00,,N,5,F,GRETI,R639486,,18.6,73,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55300,,,B148,SP4608,20/02/2007 00:00,SB,R,5,F,GRETI,R639486,,18,73,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
69695,20081b145,,B145,SP4608,26/05/2008 04:00,AH,R,6,F,GRETI,R639486,9e0fbe,,75,22.6,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
77632,20091b66,,B66,SP4608,14/05/2009 09:00,AH,R,6,F,GRETI,R639486,,18.9,73,23,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
55268,,,,SP4608,17/02/2007 00:00,,N,5,M,GRETI,R639494,,19,76,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
37921,,,B55,SP4608,25/11/2004 09:00,LR,N,3,F,GRETI,T176422,,17.7,75,20.6,S,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
38237,,,B55,SP4608,21/12/2004 11:00,LR,R,3,F,GRETI,T176422,,18.9,75,20.5,S,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
38567,,,LMAR,SP4608,02/02/2005 00:00,SP,R,5,F,GRETI,T176422,,19,75,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
42214,20051b211,,b211,SP4608,23/05/2005 06:00,,R,5,F,GRETI,T176422,,17.6,74,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
48145,,,,SP4608,23/05/2006 00:00,,R,6,F,GRETI,T176422,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
257078,20061B59,,B59,,06/08/2006 00:00,ingres,,6,F,GRETI,T176422,,18,75,22.9,,,,,,,0,,,0,0OGC,,,"sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,1,,,0
38120,,,BBE,SP4608,11/12/2004 08:00,KDV,N,3,M,GRETI,T176477,,18.6,74.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
42772,20051ex62a,,ex62a,SP4608,25/05/2005 11:00,AG,R,5,M,GRETI,T176477,,18.2,74,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,1,1,,,,
46535,,,,SP4608,20/01/2006 00:00,JEC,R,6,M,GRETI,T176477,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
47897,20061ex62,,EX62,SP4608,20/05/2006 14:00,AGG,R,6,M,GRETI,T176477,,18,73,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
56779,20071ex62a,,EX62A,SP4608,13/05/2007 10:00,AGG,R,6,M,GRETI,T176477,9e0b3a,18.8,73.5,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,1,1,,,,
68555,20081ex62,,EX62,SP4608,23/05/2008 09:00,AG,R,6,M,GRETI,T176477,a4fa24,18.6,74,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
38134,,,BBE,SP4608,11/12/2004 10:00,KSJ,N,3,M,GRETI,T176481,,15.5,74,20,S,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
42510,20051w17,,w17,SP4608,24/05/2005 10:00,AG,R,5,M,GRETI,T176481,,17.1,73.5,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
38167,,,B20,SP4608,14/12/2004 09:00,CA,N,3,F,GRETI,T176487,,18.5,75,20.2,S,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
38572,,,LMAR,SP4608,02/02/2005 00:00,SP,R,5,F,GRETI,T176487,,19.5,76,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
38771,,,LMAR,SP4608,10/02/2005 00:00,SP,R,5,F,GRETI,T176487,,18.7,74.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
41383,20051b226,,b226,SP4608,20/05/2005 00:00,,R,5,F,GRETI,T176487,,18.3,76,22.6,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
38161,,,B20,SP4608,14/12/2004 09:00,CA,N,3,M,GRETI,T176496,,18.3,76,21.8,S,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
38264,,,B20,SP4608,29/12/2004 09:00,TW,R,3,M,GRETI,T176496,,18.4,75.5,20.5,S,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
38894,,,LMAR,SP4608,17/02/2005 00:00,SP,R,5,M,GRETI,T176496,,18.9,77,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
46580,,,,SP4608,23/01/2006 00:00,JQ,N,4,,GRETI,T176813,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
52206,20061w60,,W60,SP4608,02/06/2006 16:00,AGG,R,5,M,GRETI,T176813,,19.8,76,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
46719,,,,SP4608,27/01/2006 00:00,JQ,N,5,F,GRETI,T176826,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
49368,20061w54,,W54,SP4608,28/05/2006 14:00,AGG,R,5,F,GRETI,T176826,,18.8,74.5,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
46839,,,,SP4608,02/02/2006 00:00,JQ,N,5,M,GRETI,T176841,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
49774,20061w51,,W51,SP4608,29/05/2006 11:00,AGG,R,5,M,GRETI,T176841,,19.2,76,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
57026,20071w51,,W51,SP4608,14/05/2007 10:05,ML,R,6,M,GRETI,T176841,,18.5,76,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,,1,,,,
47019,,,,SP4608,13/02/2006 00:00,JQ,N,5,M,GRETI,T176864,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
60105,20071o75b,,O75B,SP4608,19/05/2007 09:00,,y,6,M,GRETI,T176864,a4e9ef,19,77,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
47165,,,,SP4608,20/02/2006 00:00,JQ,N,5,M,GRETI,T176885,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
50266,20061ex62g,,EX62G,SP4608,30/05/2006 15:00,AGG,R,5,M,GRETI,T176885,,18.6,77,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,1,1,,,,
60769,20071w56,,W56,SP4608,20/05/2007 14:47,ML,R,5,F,GRETI,T176922,9e2478,18.8,72,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
55810,,,SW17,SP4608,10/03/2007 00:00,JRC,N,5,F,GRETI,T176927,,19,73,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
60177,20071ex42,,EX42,SP4608,19/05/2007 13:14,ML,R,5,F,GRETI,T176927,a4fec5,18.7,72,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
65162,,,CH,SP4608,20/10/2007 00:00,JKB,R,2,F,GRETI,T176927,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
65629,,,CH,SP4608,06/02/2008 10:15,BB,R,6,F,GRETI,T176927,,18.2,74,,,,,,,,,,,,,age correction,,CAM_94-2013_IMPR.csv,,,,,,,,,
65962,,,CH,SP4608,27/02/2008 13:05,CS,R,6,F,GRETI,T176927,,18.2,73.5,,,,,,,,,,,,,age correction,,CAM_94-2013_IMPR.csv,,,,,,,,,
55803,,,SW17,SP4608,10/03/2007 00:00,JRC,N,5,M,GRETI,T176932,,19,78,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
64479,20071sw124,,SW124,SP4608,25/05/2007 14:00,,y,5,M,GRETI,T176932,,18.5,76,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
65782,,,CP34,SP4608,18/02/2008 14:31,EC,N,5,F,GRETI,T176973,,18.1,72.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
66530,20081ex53,,EX53,SP4608,16/05/2008 08:00,AG,R,5,F,GRETI,T176973,,17.8,72.5,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
32488,20041cp35,,CP35,SP4608,11/05/2004 10:00,AGG,N,5,M,GRETI,T177501,,19.3,77,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,22,22
42717,20051cp35,,cp35,SP4608,25/05/2005 08:00,AG,R,6,M,GRETI,T177501,,19.1,77.5,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
47854,20061cp35,,CP35,SP4608,19/05/2006 12:00,AGG,R,6,M,GRETI,T177501,,19.7,77,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
32825,20041ex64,,EX64,SP4608,19/05/2004 12:00,AGG,N,5,F,GRETI,T177509,,17.2,71,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,,1,,,,
42771,20051ex64,,ex64,SP4608,25/05/2005 11:00,AG,R,6,F,GRETI,T177509,,18.3,73,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
48320,20061ex63,,EX63,SP4608,24/05/2006 15:00,AGG,R,6,F,GRETI,T177509,,17.1,72,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
