AreaHapMap,GWASId,RingNumber,YearOfBreeding,BroodType,NoFledged,NoRecruits,Include
Westerheide,1298,AJ...78140,2010,0,7,0,0
Westerheide,1298,AJ...78140,2010,2,4,0,1
Westerheide,1297,AJ...78151,2008,0,8,0,0
Warnsborn,1296,AJ...78166,2008,0,5,0,0
Westerheide,1295,AJ...78171,2008,0,8,0,1
Warnsborn,1274,AJ...78172,2008,0,10,0,1
Warnsborn,1301,AJ...78184,2008,0,0,0,0
Westerheide,1261,AJ...78188,2008,1,0,0,0
Westerheide,1261,AJ...78188,2008,0,0,0,0
Westerheide,1261,AJ...78188,2008,4,4,0,1
Westerheide,1267,AJ...78198,2008,0,0,0,0
Warnsborn,1266,AJ...78206,2008,0,7,0,1
Westerheide,1265,AJ...78220,2008,0,8,0,0
Westerheide,1264,AJ...78237,2008,0,7,0,1
Westerheide,1264,AJ...78237,2009,0,12,0,0
Westerheide,999,AJ...78244,2008,0,5,0,0
Westerheide,1263,AJ...78250,2008,0,8,0,1
Warnsborn,1262,AJ...78258,2008,0,10,0,0
Westerheide,1254,AJ...78260,2010,2,0,0,1
Westerheide,1254,AJ...78260,2010,0,7,2,0
Westerheide,1254,AJ...78260,2008,0,6,1,0
Westerheide,1254,AJ...78260,2009,0,4,0,1
Warnsborn,1260,AJ...78264,2008,0,5,0,1
Warnsborn,1001,AJ...78271,2008,2,0,0,1
Warnsborn,1001,AJ...78271,2008,0,6,0,0
Hoge_Veluwe,992,AJ...78272,2008,0,0,0,1
Westerheide,949,AJ...78275,2008,0,0,0,0
Westerheide,994,AJ...78280,2008,2,3,0,1
Westerheide,994,AJ...78280,2008,0,5,0,0
Westerheide,995,AJ...78295,2008,0,8,0,1
Westerheide,1268,AJ...78308,2007,0,8,0,0
Warnsborn,971,AJ...78315,2008,0,8,0,1
Westerheide,975,AJ...78329,2008,0,10,0,0
Westerheide,951,AJ...78331,2008,0,8,0,0
Westerheide,1000,AJ...78334,2008,0,9,0,1
Westerheide,412,AJ...78336,2008,0,10,0,0
Westerheide,1590,AJ...78337,2008,0,0,0,1
Westerheide,1149,AJ...78338,2008,0,8,0,1
Westerheide,1148,AJ...78339,2008,0,4,0,1
Westerheide,1147,AJ...78341,2008,0,0,0,1
Warnsborn,613,AJ...78344,2008,0,8,0,1
Warnsborn,613,AJ...78344,2009,0,5,2,0
Warnsborn,1132,AJ...78345,2008,0,7,2,1
Westerheide,1145,AJ...78348,2008,0,5,0,1
Warnsborn,1258,AJ...78354,2008,0,6,0,0
Hoge_Veluwe,966,AJ...78357,2008,1,9,0,1
Hoge_Veluwe,966,AJ...78357,2008,0,0,0,0
Warnsborn,1257,AJ...78359,2008,0,8,1,0
Warnsborn,1256,AJ...78403,2008,0,10,1,0
Warnsborn,952,AJ...78406,2008,1,0,0,0
Warnsborn,952,AJ...78406,2008,0,0,0,0
Westerheide,996,AJ...78456,2008,0,6,0,1
Westerheide,1006,AJ...78457,2008,1,0,0,0
Westerheide,1006,AJ...78457,2008,1,3,0,1
Westerheide,1006,AJ...78457,2008,0,0,0,0
Warnsborn,953,AJ...78461,2008,0,8,0,1
Warnsborn,954,AJ...78463,2008,0,4,0,0
Westerheide,974,AJ...78466,2008,2,4,0,1
Westerheide,974,AJ...78466,2008,0,7,0,1
Warnsborn,1423,AJ...78558,2008,0,6,0,1
Warnsborn,1422,AJ...78569,2008,0,9,0,1
Warnsborn,1422,AJ...78569,2009,0,0,0,0
Warnsborn,1422,AJ...78569,2009,1,0,0,0
Warnsborn,989,AJ...78623,2009,0,5,0,1
Westerheide,981,AJ...78625,2008,0,0,0,0
Westerheide,981,AJ...78625,2008,1,0,0,0
Westerheide,3098,AJ...78752,2009,2,0,0,1
Westerheide,3098,AJ...78752,2009,0,8,0,0
Warnsborn,1424,AJ...78780,2008,0,4,0,1
Warnsborn,869,AJ...78949,2009,0,13,0,1
Westerheide,1823,AJ...78964,2013,0,6,0,1
Westerheide,2837,AJ...79072,2009,0,8,1,0
Westerheide,2841,AJ...79089,2012,0,6,2,0
Westerheide,2841,AJ...79089,2011,0,10,5,0
Westerheide,2841,AJ...79089,2010,0,11,2,0
Westerheide,2841,AJ...79089,2009,0,0,0,0
Westerheide,2841,AJ...79089,2010,2,6,0,1
Westerheide,3097,AJ...79225,2009,0,0,0,0
Warnsborn,3096,AJ...79286,2009,0,9,2,1
Warnsborn,2838,AJ...79438,2009,0,12,1,1
Warnsborn,1159,AJ...79640,2008,0,5,0,1
Westerheide,2840,AJ...79646,2009,0,11,2,0
Westerheide,630,AJ...79655,2008,0,8,0,1
Westerheide,630,AJ...79655,2009,0,10,0,0
Westerheide,630,AJ...79655,2009,2,4,0,1
Hoge_Veluwe,2839,AJ...79667,2009,0,9,2,1
Hoge_Veluwe,2839,AJ...79667,2010,2,6,0,1
Hoge_Veluwe,2839,AJ...79667,2010,0,9,1,1
Hoge_Veluwe,2839,AJ...79667,2011,0,10,0,1
Westerheide,1143,AJ...79672,2008,0,8,1,1
Warnsborn,998,AJ...79858,2009,1,0,0,0
Warnsborn,998,AJ...79858,2009,0,0,0,0
Westerheide,1550,AJ...79909,2010,0,8,0,1
Westerheide,1550,AJ...79909,2009,0,10,1,0
Westerheide,198,AJ...79920,2012,0,5,0,1
Westerheide,198,AJ...79920,2011,0,6,0,0
Westerheide,198,AJ...79920,2009,1,7,0,1
Westerheide,198,AJ...79920,2011,2,4,2,0
Westerheide,198,AJ...79920,2013,0,7,1,0
Westerheide,198,AJ...79920,2009,0,0,0,0
Westerheide,1004,AJ...79936,2009,0,9,1,0
Warnsborn,1005,AJ...79937,2009,4,8,0,1
Warnsborn,1005,AJ...79937,2009,0,0,0,0
Warnsborn,1005,AJ...79937,2009,1,0,0,1
Warnsborn,982,AJ...79966,2009,0,9,0,1
Hoge_Veluwe,2634,AK...70684,2007,0,12,1,0
Hoge_Veluwe,2634,AK...70684,2006,0,9,0,1
Hoge_Veluwe,1457,AK...70750,2007,0,5,0,1
Hoge_Veluwe,1304,AK...70756,2006,0,0,0,0
Hoge_Veluwe,1304,AK...70756,2006,1,4,0,1
Hoge_Veluwe,1330,AK...70995,2006,0,0,0,0
Hoge_Veluwe,1330,AK...70995,2006,1,6,0,1
Hoge_Veluwe,1313,AK...70996,2006,0,0,0,0
Hoge_Veluwe,1456,AK...70998,2008,0,9,0,0
Hoge_Veluwe,1456,AK...70998,2007,0,7,0,0
Hoge_Veluwe,2653,AK...71009,2008,0,10,0,0
Hoge_Veluwe,2653,AK...71009,2006,0,2,0,1
Hoge_Veluwe,2653,AK...71009,2007,0,7,0,0
Hoge_Veluwe,2703,AK...71204,2006,0,11,3,1
Hoge_Veluwe,2703,AK...71204,2007,0,7,0,0
Hoge_Veluwe,970,AK...71299,2005,0,1,0,1
Hoge_Veluwe,970,AK...71299,2008,0,4,2,1
Hoge_Veluwe,970,AK...71299,2006,0,3,0,1
Hoge_Veluwe,970,AK...71299,2006,2,0,0,1
Hoge_Veluwe,1455,AK...71419,2005,6,0,0,0
Hoge_Veluwe,1455,AK...71419,2007,0,9,0,0
Hoge_Veluwe,1455,AK...71419,2006,0,6,0,1
Hoge_Veluwe,2617,AK...71503,2006,0,9,1,1
Westerheide,3061,AK...71539,2007,0,12,1,0
Westerheide,3061,AK...71539,2006,0,3,1,0
Hoge_Veluwe,2702,AK...71757,2006,1,3,0,1
Hoge_Veluwe,2702,AK...71757,2009,2,4,0,1
Hoge_Veluwe,2702,AK...71757,2008,0,10,0,1
Hoge_Veluwe,2702,AK...71757,2009,0,11,1,1
Hoge_Veluwe,2702,AK...71757,2006,0,0,0,0
Hoge_Veluwe,2702,AK...71757,2007,0,10,3,1
Hoge_Veluwe,1454,AK...71848,2007,0,4,1,0
Hoge_Veluwe,1453,AK...71849,2007,0,0,0,0
Hoge_Veluwe,1449,AK...71888,2007,0,10,0,1
Hoge_Veluwe,639,AK...71892,2007,0,0,0,1
Hoge_Veluwe,639,AK...71892,2008,0,6,0,1
Hoge_Veluwe,2705,AK...71926,2007,0,9,1,0
Hoge_Veluwe,2705,AK...71926,2008,0,0,0,0
Hoge_Veluwe,2705,AK...71926,2008,1,0,0,1
Hoge_Veluwe,2705,AK...71926,2006,0,9,0,1
Hoge_Veluwe,2659,AK...71958,2006,0,9,3,1
Hoge_Veluwe,1458,AK...72952,2007,0,8,0,0
Hoge_Veluwe,1458,AK...72952,2008,0,10,2,1
Hoge_Veluwe,744,AK...72954,2009,2,5,0,1
Hoge_Veluwe,744,AK...72954,2008,0,7,0,1
Hoge_Veluwe,744,AK...72954,2010,2,9,0,1
Hoge_Veluwe,744,AK...72954,2010,0,5,0,1
Hoge_Veluwe,744,AK...72954,2007,0,9,1,0
Hoge_Veluwe,744,AK...72954,2009,0,8,0,1
Hoge_Veluwe,1067,AK...72956,2007,0,5,1,1
Hoge_Veluwe,1067,AK...72956,2008,0,12,1,1
Hoge_Veluwe,1452,AK...72959,2007,0,0,0,0
Hoge_Veluwe,1451,AK...72960,2007,0,9,0,0
Westerheide,3054,AK...73014,2006,0,5,0,1
Westerheide,2545,AK...73073,2006,0,6,0,1
Hoge_Veluwe,2692,AK...73255,2007,0,11,3,1
Hoge_Veluwe,2692,AK...73255,2008,6,2,0,1
Hoge_Veluwe,2692,AK...73255,2006,0,8,1,1
Westerheide,2521,AK...73287,2006,0,9,0,1
Westerheide,2560,AK...73300,2006,0,11,1,0
Westerheide,2537,AK...73365,2006,0,0,0,1
Westerheide,2590,AK...73432,2006,0,6,0,0
Westerheide,2538,AK...73681,2006,0,8,0,0
Westerheide,2538,AK...73681,2007,0,14,2,0
Westerheide,1412,AK...73735,2008,0,7,1,0
Westerheide,1412,AK...73735,2007,0,10,1,0
Westerheide,1412,AK...73735,2006,0,6,1,0
Westerheide,1379,AK...73737,2007,0,9,0,1
Westerheide,1379,AK...73737,2006,0,3,1,0
Westerheide,1378,AK...73743,2006,0,5,1,0
Westerheide,1378,AK...73743,2007,0,10,0,1
Warnsborn,1389,AK...73749,2006,0,9,2,0
Warnsborn,1389,AK...73749,2007,0,14,0,1
Westerheide,1380,AK...73757,2006,0,0,0,1
Westerheide,1370,AK...73762,2006,0,6,0,0
Westerheide,1368,AK...73765,2006,0,9,0,0
Westerheide,1368,AK...73765,2007,0,15,3,0
Westerheide,1366,AK...73771,2006,0,8,0,1
Westerheide,1365,AK...73777,2007,0,14,0,1
Westerheide,1365,AK...73777,2006,0,7,1,0
Westerheide,1373,AK...73787,2006,0,0,0,1
Westerheide,1373,AK...73787,2006,1,3,1,0
Warnsborn,1371,AK...73788,2008,0,0,0,0
Warnsborn,1371,AK...73788,2007,1,3,0,0
Warnsborn,1371,AK...73788,2007,0,0,0,0
Westerheide,1387,AK...73799,2006,0,8,1,0
Warnsborn,1386,AK...73805,2009,0,10,1,1
Warnsborn,1386,AK...73805,2009,2,4,0,0
Warnsborn,1386,AK...73805,2007,0,15,1,0
Warnsborn,1386,AK...73805,2006,0,9,1,0
Warnsborn,1386,AK...73805,2008,0,8,1,0
Warnsborn,1385,AK...73839,2007,0,3,0,0
Warnsborn,1385,AK...73839,2008,0,6,1,1
Warnsborn,1385,AK...73839,2006,0,8,2,0
Westerheide,1381,AK...73843,2006,0,0,0,1
Westerheide,1381,AK...73843,2007,0,14,1,0
Westerheide,1381,AK...73843,2006,1,0,0,1
Warnsborn,1384,AK...73869,2006,0,0,0,1
Westerheide,1129,AK...73893,2006,0,6,0,0
Warnsborn,1128,AK...73894,2006,0,0,0,1
Warnsborn,1127,AK...73955,2006,0,2,0,0
Westerheide,1116,AK...73968,2006,0,6,1,0
Westerheide,1116,AK...73968,2007,0,6,0,0
Westerheide,1077,AK...73975,2008,0,8,0,0
Westerheide,1077,AK...73975,2006,0,6,0,1
Westerheide,1077,AK...73975,2007,0,3,0,1
Westerheide,1094,AK...73978,2006,0,11,0,0
Warnsborn,1448,AK...73980,2008,0,8,0,0
Warnsborn,1448,AK...73980,2009,6,0,0,1
Warnsborn,1448,AK...73980,2006,0,6,0,1
Warnsborn,1448,AK...73980,2009,0,11,0,1
Warnsborn,1448,AK...73980,2007,0,8,0,1
Westerheide,1475,AK...73986,2007,0,12,1,0
Westerheide,1475,AK...73986,2006,1,6,0,0
Westerheide,1475,AK...73986,2006,0,0,0,1
Hoge_Veluwe,2738,AK...75029,2007,0,0,0,1
Hoge_Veluwe,2738,AK...75029,2007,1,6,0,1
Hoge_Veluwe,2740,AK...75037,2007,0,3,1,0
Hoge_Veluwe,2740,AK...75037,2008,0,9,0,0
Hoge_Veluwe,2740,AK...75037,2008,1,0,0,1
Hoge_Veluwe,2741,AK...75041,2008,0,10,0,1
Hoge_Veluwe,3066,AK...75058,2007,0,1,0,1
Hoge_Veluwe,2733,AK...75081,2008,1,0,0,1
Hoge_Veluwe,2733,AK...75081,2007,0,0,1,0
Hoge_Veluwe,2733,AK...75081,2008,0,0,0,0
Hoge_Veluwe,2732,AK...75159,2007,0,10,1,1
Hoge_Veluwe,2730,AK...75657,2007,0,1,0,1
Hoge_Veluwe,2730,AK...75657,2007,1,3,0,1
Hoge_Veluwe,2739,AK...75698,2007,0,5,0,1
Warnsborn,1420,AL...13583,2008,0,8,0,0
Hoge_Veluwe,1321,AL...61006,2006,0,7,0,1
Hoge_Veluwe,1319,AL...61008,2006,1,0,0,1
Hoge_Veluwe,1319,AL...61008,2006,0,0,0,0
Hoge_Veluwe,1317,AL...61013,2006,0,2,0,1
Hoge_Veluwe,1323,AL...61014,2006,0,7,1,1
Hoge_Veluwe,647,AL...61016,2007,0,10,0,1
Hoge_Veluwe,647,AL...61016,2006,0,9,2,1
Hoge_Veluwe,647,AL...61016,2008,0,9,0,1
Hoge_Veluwe,1433,AL...61017,2007,0,0,0,0
Hoge_Veluwe,1433,AL...61017,2006,0,8,2,1
Hoge_Veluwe,1394,AL...61019,2006,0,10,0,1
Hoge_Veluwe,1324,AL...61022,2006,0,9,0,1
Hoge_Veluwe,1328,AL...61024,2006,0,10,0,1
Hoge_Veluwe,1326,AL...61026,2006,0,5,0,1
Hoge_Veluwe,1326,AL...61026,2006,2,0,0,1
Hoge_Veluwe,671,AL...61027,2006,0,4,0,1
Hoge_Veluwe,671,AL...61027,2007,1,6,0,1
Hoge_Veluwe,671,AL...61027,2007,0,0,0,0
Hoge_Veluwe,671,AL...61027,2008,0,7,0,1
Hoge_Veluwe,1307,AL...61029,2006,0,8,0,1
Hoge_Veluwe,1355,AL...61030,2006,0,9,1,1
Hoge_Veluwe,618,AL...61032,2006,0,10,1,1
Hoge_Veluwe,618,AL...61032,2008,0,4,2,1
Hoge_Veluwe,618,AL...61032,2007,0,8,1,1
Hoge_Veluwe,1426,AL...61033,2007,0,9,0,1
Hoge_Veluwe,1426,AL...61033,2008,0,0,0,0
Hoge_Veluwe,1426,AL...61033,2006,0,3,0,1
Hoge_Veluwe,637,AL...61034,2006,0,2,0,1
Hoge_Veluwe,637,AL...61034,2008,0,9,0,1
Hoge_Veluwe,637,AL...61034,2007,0,8,1,1
Hoge_Veluwe,1473,AL...61035,2007,0,11,1,0
Hoge_Veluwe,1473,AL...61035,2006,0,6,0,1
Hoge_Veluwe,1473,AL...61035,2006,2,3,1,1
Hoge_Veluwe,1356,AL...61040,2006,0,6,0,1
Hoge_Veluwe,1472,AL...61043,2007,0,0,0,0
Hoge_Veluwe,1472,AL...61043,2007,1,6,0,1
Hoge_Veluwe,1472,AL...61043,2006,0,9,0,1
Hoge_Veluwe,1471,AL...61046,2006,0,10,1,1
Hoge_Veluwe,1471,AL...61046,2007,0,9,2,1
Hoge_Veluwe,941,AL...61047,2007,0,0,0,0
Hoge_Veluwe,941,AL...61047,2008,0,6,0,1
Hoge_Veluwe,941,AL...61047,2006,0,8,1,1
Hoge_Veluwe,1357,AL...61048,2007,0,0,0,1
Hoge_Veluwe,1357,AL...61048,2008,0,5,0,1
Hoge_Veluwe,1357,AL...61048,2007,1,5,1,0
Hoge_Veluwe,1357,AL...61048,2006,0,2,1,1
Hoge_Veluwe,807,AL...61131,2008,0,9,0,1
Hoge_Veluwe,807,AL...61131,2009,1,6,1,1
Hoge_Veluwe,807,AL...61131,2009,0,0,0,0
Hoge_Veluwe,807,AL...61131,2007,0,11,0,1
Hoge_Veluwe,807,AL...61131,2006,0,10,0,1
Hoge_Veluwe,1060,AL...61144,2006,0,0,0,0
Hoge_Veluwe,1060,AL...61144,2009,1,5,0,1
Hoge_Veluwe,1060,AL...61144,2009,0,0,0,1
Hoge_Veluwe,1060,AL...61144,2008,1,1,0,1
Hoge_Veluwe,1060,AL...61144,2008,0,0,0,0
Hoge_Veluwe,1060,AL...61144,2007,0,7,1,1
Hoge_Veluwe,1060,AL...61144,2006,1,0,0,1
Warnsborn,2886,AL...62384,2012,0,7,0,0
Warnsborn,2886,AL...62384,2010,0,10,1,0
Warnsborn,2886,AL...62384,2010,6,7,1,0
Warnsborn,2886,AL...62384,2011,0,0,0,0
Warnsborn,2886,AL...62384,2011,1,7,0,1
Warnsborn,2754,AL...62403,2008,0,0,0,0
Warnsborn,2758,AL...62443,2008,0,10,0,1
Warnsborn,1255,AL...62558,2008,1,4,1,0
Warnsborn,1255,AL...62558,2007,0,9,1,0
Warnsborn,1255,AL...62558,2008,0,0,0,0
Westerheide,2823,AL...62643,2008,0,7,1,0
Warnsborn,628,AL...62719,2006,0,9,0,1
Warnsborn,628,AL...62719,2009,1,6,0,0
Westerheide,2757,AL...62813,2007,0,9,0,1
Buunderkamp,2724,AL...64023,2008,0,10,1,0
Buunderkamp,2724,AL...64023,2007,0,9,1,1
Buunderkamp,1818,AL...64055,2008,0,5,0,0
Buunderkamp,1818,AL...64055,2007,0,7,0,1
Buunderkamp,1819,AL...64083,2008,0,7,0,0
Buunderkamp,1819,AL...64083,2009,0,8,0,1
Buunderkamp,1819,AL...64083,2007,0,0,0,0
Buunderkamp,2729,AL...64115,2008,0,8,0,0
Buunderkamp,2729,AL...64115,2007,0,5,0,1
Buunderkamp,1163,AL...64182,2007,0,0,0,0
Buunderkamp,1163,AL...64182,2008,0,6,0,1
Buunderkamp,1820,AL...64186,2008,0,9,0,0
Buunderkamp,2725,AL...64217,2007,0,1,0,1
Buunderkamp,2727,AL...64242,2007,0,8,0,1
Buunderkamp,2728,AL...64244,2008,0,10,0,1
Buunderkamp,1506,AL...64271,2008,0,9,0,0
Buunderkamp,1506,AL...64271,2006,0,0,0,0
Buunderkamp,1333,AL...64582,2008,0,0,0,0
Buunderkamp,1142,AL...64591,2009,0,0,0,1
Buunderkamp,1142,AL...64591,2008,0,7,0,0
Buunderkamp,1142,AL...64591,2009,2,0,0,1
Buunderkamp,1183,AL...64592,2008,0,11,0,0
Buunderkamp,754,AL...64627,2008,0,8,0,0
Buunderkamp,754,AL...64627,2009,0,10,0,1
Buunderkamp,754,AL...64627,2011,0,9,0,1
Buunderkamp,754,AL...64627,2010,0,8,0,1
Buunderkamp,754,AL...64627,2010,2,5,0,1
Hoge_Veluwe,2799,AL...64797,2009,2,0,0,0
Hoge_Veluwe,2799,AL...64797,2009,0,10,1,1
Hoge_Veluwe,2799,AL...64797,2010,0,0,0,1
Buunderkamp,1154,AL...64817,2008,0,8,0,0
Buunderkamp,773,AL...64984,2008,0,0,0,1
Buunderkamp,773,AL...64984,2009,0,11,1,1
Buunderkamp,773,AL...64984,2010,0,5,0,1
Buunderkamp,1150,AL...65585,2008,0,6,0,0
Oosterhout,2525,AN...13124,2008,0,4,0,1
Oosterhout,2525,AN...13124,2007,0,5,0,1
Oosterhout,2525,AN...13124,2007,0,5,0,1
Oosterhout,2525,AN...13124,2008,0,4,0,1
Oosterhout,1177,AN...13194,2008,0,7,0,1
Oosterhout,1177,AN...13194,2007,0,7,0,1
Oosterhout,1177,AN...13194,2006,0,5,0,1
Oosterhout,1177,AN...13194,2007,0,7,0,1
Oosterhout,1177,AN...13194,2008,0,7,0,1
Oosterhout,1177,AN...13194,2006,0,5,0,1
Oosterhout,1178,AN...13649,2006,0,7,0,1
Oosterhout,1178,AN...13649,2008,0,0,0,1
Oosterhout,1178,AN...13649,2008,2,5,0,1
Oosterhout,1178,AN...13649,2008,0,0,0,1
Oosterhout,1178,AN...13649,2006,0,7,0,1
Oosterhout,1178,AN...13649,2008,2,5,0,1
Oosterhout,1178,AN...13649,2007,0,7,1,1
Oosterhout,1178,AN...13649,2007,0,7,1,1
Oosterhout,714,AN...13665,2006,0,7,0,1
Oosterhout,714,AN...13665,2008,0,6,1,1
Oosterhout,714,AN...13665,2009,0,11,2,1
Oosterhout,714,AN...13665,2008,0,6,1,1
Oosterhout,714,AN...13665,2007,0,10,1,1
Oosterhout,714,AN...13665,2009,0,11,2,1
Oosterhout,714,AN...13665,2007,0,10,1,1
Oosterhout,714,AN...13665,2006,0,7,0,1
Oosterhout,1137,AN...13687,2006,0,9,0,1
Oosterhout,1137,AN...13687,2006,0,9,0,1
Oosterhout,1137,AN...13687,2008,0,10,1,1
Oosterhout,1137,AN...13687,2008,0,10,1,1
Oosterhout,1137,AN...13687,2007,0,9,1,1
Oosterhout,1137,AN...13687,2007,0,9,1,1
Hoge_Veluwe,692,AR...00001,2008,0,0,0,0
Hoge_Veluwe,692,AR...00001,2008,1,11,2,0
Hoge_Veluwe,692,AR...00001,2009,0,12,1,0
Hoge_Veluwe,692,AR...00001,2010,0,10,0,1
Hoge_Veluwe,692,AR...00001,2007,0,10,3,0
Hoge_Veluwe,1470,AR...00003,2007,0,7,1,0
Hoge_Veluwe,2781,AR...00005,2008,0,0,0,0
Hoge_Veluwe,2781,AR...00005,2008,2,0,0,1
Hoge_Veluwe,1469,AR...00013,2007,0,8,0,0
Hoge_Veluwe,3084,AR...00024,2008,0,0,0,0
Hoge_Veluwe,2785,AR...00035,2008,0,3,0,0
Hoge_Veluwe,635,AR...00039,2008,0,7,1,1
Hoge_Veluwe,635,AR...00039,2007,0,8,1,0
Hoge_Veluwe,2787,AR...00054,2008,0,5,0,0
Hoge_Veluwe,2786,AR...00069,2010,0,0,0,1
Hoge_Veluwe,2786,AR...00069,2010,1,3,0,1
Hoge_Veluwe,2786,AR...00069,2008,0,0,0,0
Hoge_Veluwe,2786,AR...00069,2009,0,9,0,1
Hoge_Veluwe,1468,AR...00070,2007,0,4,2,0
Hoge_Veluwe,2784,AR...00081,2009,2,5,0,1
Hoge_Veluwe,2784,AR...00081,2011,0,12,3,1
Hoge_Veluwe,2784,AR...00081,2010,0,9,0,1
Hoge_Veluwe,2784,AR...00081,2010,2,4,0,1
Hoge_Veluwe,2784,AR...00081,2008,0,8,0,1
Hoge_Veluwe,2784,AR...00081,2009,0,10,1,1
Warnsborn,2780,AR...00092,2008,0,9,0,0
Hoge_Veluwe,1459,AR...00096,2007,0,7,0,0
Hoge_Veluwe,3147,AR...00107,2008,0,6,0,1
Hoge_Veluwe,864,AR...00109,2008,0,8,0,1
Hoge_Veluwe,864,AR...00109,2007,0,7,2,0
Hoge_Veluwe,864,AR...00109,2009,1,5,0,1
Hoge_Veluwe,864,AR...00109,2009,0,0,0,0
Hoge_Veluwe,955,AR...00110,2008,0,5,1,1
Hoge_Veluwe,955,AR...00110,2007,0,8,0,0
Hoge_Veluwe,1467,AR...00126,2007,0,0,0,0
Hoge_Veluwe,1462,AR...00127,2007,0,9,0,0
Hoge_Veluwe,1466,AR...00129,2007,0,8,0,0
Hoge_Veluwe,629,AR...00130,2007,0,2,0,0
Hoge_Veluwe,629,AR...00130,2008,0,2,0,1
Hoge_Veluwe,3148,AR...00187,2008,0,4,1,0
Hoge_Veluwe,1465,AR...00201,2007,0,7,0,0
Hoge_Veluwe,1068,AR...00279,2009,0,11,1,1
Hoge_Veluwe,1068,AR...00279,2007,0,0,0,0
Hoge_Veluwe,1068,AR...00279,2008,0,10,1,1
Hoge_Veluwe,947,AR...00336,2007,0,6,0,0
Hoge_Veluwe,947,AR...00336,2008,0,9,0,1
Hoge_Veluwe,1464,AR...00337,2007,0,11,0,0
Hoge_Veluwe,1463,AR...00338,2007,0,6,0,0
Hoge_Veluwe,2782,AR...00352,2008,0,10,0,1
Warnsborn,2789,AR...00391,2008,0,7,0,1
Hoge_Veluwe,1022,AR...00395,2008,0,9,0,1
Hoge_Veluwe,1022,AR...00395,2007,0,10,0,0
Hoge_Veluwe,3081,AR...00408,2010,0,4,1,1
Hoge_Veluwe,3081,AR...00408,2008,0,8,2,1
Hoge_Veluwe,3081,AR...00408,2009,1,7,0,1
Hoge_Veluwe,3081,AR...00408,2009,0,0,0,0
Hoge_Veluwe,3081,AR...00408,2010,2,0,0,1
Hoge_Veluwe,3082,AR...00429,2008,0,11,0,1
Hoge_Veluwe,968,AR...00451,2008,0,10,0,1
Hoge_Veluwe,944,AR...00460,2008,0,0,0,0
Hoge_Veluwe,621,AR...00462,2008,1,0,0,0
Hoge_Veluwe,621,AR...00462,2008,0,0,0,0
Hoge_Veluwe,621,AR...00462,2008,4,0,0,0
Hoge_Veluwe,612,AR...00463,2008,0,0,0,1
Hoge_Veluwe,2833,AR...00466,2009,6,4,0,1
Hoge_Veluwe,2833,AR...00466,2009,0,0,0,0
Hoge_Veluwe,606,AR...00501,2008,0,7,0,1
Hoge_Veluwe,664,AR...00505,2008,0,5,0,1
Hoge_Veluwe,655,AR...00509,2008,0,7,0,1
Hoge_Veluwe,1054,AR...00510,2008,0,8,0,1
Hoge_Veluwe,856,AR...00511,2008,0,0,0,1
Hoge_Veluwe,856,AR...00511,2009,0,10,0,1
Hoge_Veluwe,665,AR...00513,2008,0,10,0,1
Hoge_Veluwe,666,AR...00514,2008,0,8,0,1
Hoge_Veluwe,667,AR...00517,2008,0,0,0,0
Hoge_Veluwe,1055,AR...00519,2008,0,6,0,1
Hoge_Veluwe,798,AR...00520,2008,0,8,0,1
Hoge_Veluwe,798,AR...00520,2010,0,6,0,1
Hoge_Veluwe,798,AR...00520,2010,2,0,0,1
Hoge_Veluwe,798,AR...00520,2009,0,9,0,1
Hoge_Veluwe,798,AR...00520,2009,2,0,0,1
Hoge_Veluwe,657,AR...00522,2008,0,7,1,1
Hoge_Veluwe,658,AR...00524,2008,0,8,0,1
Hoge_Veluwe,659,AR...00525,2008,0,2,0,1
Hoge_Veluwe,957,AR...00527,2008,0,5,0,1
Hoge_Veluwe,958,AR...00529,2008,0,2,0,1
Hoge_Veluwe,967,AR...00530,2008,0,7,0,1
Hoge_Veluwe,960,AR...00531,2008,0,0,0,0
Hoge_Veluwe,960,AR...00531,2008,1,0,0,1
Hoge_Veluwe,1052,AR...00536,2008,0,5,1,1
Hoge_Veluwe,1670,AR...00537,2009,1,10,0,0
Hoge_Veluwe,1670,AR...00537,2009,0,0,0,0
Hoge_Veluwe,1670,AR...00537,2009,3,0,0,1
Hoge_Veluwe,1670,AR...00537,2008,0,6,0,1
Hoge_Veluwe,961,AR...00539,2008,0,8,0,0
Hoge_Veluwe,948,AR...00540,2008,0,0,0,1
Hoge_Veluwe,965,AR...00541,2008,0,7,0,1
Hoge_Veluwe,963,AR...00543,2008,0,4,0,1
Hoge_Veluwe,770,AR...00544,2009,0,5,0,1
Hoge_Veluwe,770,AR...00544,2009,2,4,0,1
Hoge_Veluwe,770,AR...00544,2010,0,7,0,1
Hoge_Veluwe,770,AR...00544,2008,0,0,0,1
Hoge_Veluwe,950,AR...00545,2008,0,8,1,1
Hoge_Veluwe,699,AR...00548,2010,0,3,0,1
Hoge_Veluwe,699,AR...00548,2008,0,8,0,1
Hoge_Veluwe,977,AR...00550,2008,6,0,0,1
Hoge_Veluwe,977,AR...00550,2010,0,0,0,1
Hoge_Veluwe,977,AR...00550,2011,0,0,0,1
Hoge_Veluwe,977,AR...00550,2009,0,9,0,1
Hoge_Veluwe,991,AR...00554,2008,0,5,1,0
